datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,forward_pe,latest_dividend_amount,market_cap,price_to_book,shares_outstanding,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-07-31 00:00:00-04:00,2024-07-31,00:00:00,1722398400,90.64906859528274,90.94633920055317,90.37097367066828,90.91757202148438,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.130645756322829,89.90454181229975,89.64729826366745,74.02561417440455,-0.15122294922160506,-0.2687840818215201,0.11756113259991502,95.29132842758125,91.00107917785644,86.71082992813163,87.0069137840577,67.6313134245063,-12.9930862159423,91.369323180488,36.36668260247891,44.9704184062686,14.600094228559577,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,0.01022890048199887,0.15058985379178194
2024-08-01 00:00:00-04:00,2024-08-01,00:00:00,1722484800,91.53816648329183,92.27901974940026,91.51892687793276,91.70172882080078,65818380,0.0,0.315,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.130645756322829,90.50360414846676,90.02083109223713,74.02561417440455,0.024370040348273392,-0.21015325738756138,0.23452329773583477,95.29132842758125,91.00107917785644,86.71082992813163,87.0069137840577,67.6313134245063,-12.9930862159423,91.369323180488,36.36668260247891,44.9704184062686,14.600094228559577,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,0.008624920154391091,0.15058985379178194
2024-08-02 00:00:00-04:00,2024-08-02,00:00:00,1722571200,93.32775531534676,94.64589223405152,93.22191912929078,94.55929565429688,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.130645756322829,91.8555013170768,90.84600646715708,74.02561417440455,0.38961922356256196,-0.09019876119753673,0.4798179847600987,95.29132842758125,91.00107917785644,86.71082992813163,87.0069137840577,67.6313134245063,-12.9930862159423,91.369323180488,36.36668260247891,44.9704184062686,14.600094228559577,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,0.031161537195009803,0.15058985379178194
2024-08-05 00:00:00-04:00,2024-08-05,00:00:00,1722830400,95.91590633722141,96.15644175699332,94.1936718507876,95.05960083007812,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.130645756322829,92.92353448807725,91.61211453314273,74.02561417440455,0.7112533928262508,0.07009166960722078,0.64116172321903,95.29132842758125,91.00107917785644,86.71082992813163,87.0069137840577,67.6313134245063,-12.9930862159423,91.369323180488,36.36668260247891,44.9704184062686,14.600094228559577,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,0.00529091478864574,0.15058985379178194
2024-08-06 00:00:00-04:00,2024-08-06,00:00:00,1722916800,94.4342272737126,94.68438621862066,92.93328094482422,92.93328094482422,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.2338935978057546,92.92678330699292,91.8523266079939,60.89086533564226,0.7855195643051758,0.2131772485468118,0.572342315758364,95.29132842758125,91.00107917785644,86.71082992813163,61.81870561837835,67.6313134245063,-38.18129438162165,91.369323180488,36.36668260247891,41.20745323707724,20.674656884720264,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,-0.022368281232894804,0.15058985379178194
2024-08-07 00:00:00-04:00,2024-08-07,00:00:00,1723003200,92.317493795968,92.79856464918423,91.88453296429688,92.27901458740234,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.253322842308148,92.71086040046274,91.9299062406136,61.07517337386174,0.7825613332273065,0.32705406548291077,0.4555072677443957,95.29132842758125,91.00107917785644,86.71082992813163,54.06832087108286,67.6313134245063,-45.93167912891713,91.369323180488,36.36668260247891,40.56864760995753,24.636952195680788,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,-0.007040172807525447,0.15058985379178194
2024-08-08 00:00:00-04:00,2024-08-08,00:00:00,1723089600,91.51893930413961,91.78833785909943,91.2495334086197,91.71136474609375,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.2823343034963994,92.37769518233975,91.89017142342817,60.87024869339864,0.7260429445208558,0.4068518412904998,0.31919110323035604,95.29132842758125,91.00107917785644,86.71082992813163,47.343988155552466,54.410338215004565,-52.656011844447534,91.369323180488,36.36668260247891,39.650824743964584,24.62537813550507,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,-0.00615145105142989,0.15058985379178194
2024-08-09 00:00:00-04:00,2024-08-09,00:00:00,1723176000,92.85631152327979,92.88517460414239,92.45220636952405,92.61577606201172,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.282613085338522,92.45705547556375,92.02209953953427,64.91905409820522,0.7456349336187031,0.47460845975614047,0.2710264738625627,95.29132842758125,91.00107917785644,86.71082992813163,58.057569235577745,53.15662608740436,-41.942430764422255,91.369323180488,36.36668260247891,45.75047735030739,21.843064118441898,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,0.00986149664681002,0.15058985379178194
2024-08-12 00:00:00-04:00,2024-08-12,00:00:00,1723435200,92.39447067414262,93.15456353418723,92.25014794416167,92.9525146484375,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.3102262481074882,92.62220853318834,92.19126592297121,66.468704730239,0.7793498558049095,0.5355567389658943,0.24379311683901517,95.29132842758125,91.00107917785644,86.71082992813163,62.04654646855714,55.81603461989578,-37.95345353144287,91.369323180488,36.36668260247891,46.254887383536456,21.38271913165301,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,0.003635866379830599,0.15058985379178194
2024-08-13 00:00:00-04:00,2024-08-13,00:00:00,1723521600,93.61640728755133,93.674133451019,93.30852218145714,93.59716033935547,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.267246042788431,92.94719246857738,92.44688308958654,73.28032341731306,0.8483079285219759,0.5981069768771107,0.2502009516448652,95.29132842758125,91.00107917785644,86.71082992813163,67.89606748307499,62.666727729069954,-32.10393251692501,91.369323180488,36.36668260247891,50.752244689043756,16.594693998748745,32909190.0,96.15644175699332,91.93557802729148,87.71471429758967,93.31927924308327,91.03593585470935,88.75259246633543,0.00693521518332374,0.15058985379178194
2024-08-14 00:00:00-04:00,2024-08-14,00:00:00,1723608000,93.85692685536141,94.44383388638543,93.81844030604981,94.18405151367188,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.2359388786593664,93.35947881694221,92.76273189396568,72.99520835089615,0.9394851113252969,0.666382603766748,0.2731025075585489,95.69806581571602,91.19412994384766,86.69019407197929,72.80455988536735,67.58239127899982,-27.195440114632657,100.61877617178595,36.36668260247891,56.430823230321046,17.015048773293884,46072866.0,96.15644175699332,91.93557802729148,87.71471429758967,93.53178345509951,91.23185772247189,88.93193198984426,0.00627039508665117,0.15058985379178194
2024-08-15 00:00:00-04:00,2024-08-15,00:00:00,1723694400,92.76009261688343,93.42396545410156,92.56765985637442,93.42396545410156,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.2911183070399375,93.380974362662,92.88295617762674,67.04990126951434,0.9395801972445099,0.7210221224623004,0.21855807478220957,95.92985700875144,91.38369789123536,86.83753877371927,59.60016099654874,66.76692945499703,-40.39983900345126,59.794717378017154,36.36668260247891,52.4805755166737,23.207560613872033,59236542.0,96.15644175699332,91.93557802729148,87.71471429758967,93.78177524183636,91.39788419922837,89.01399315662039,-0.008070220460413946,0.15058985379178194
2024-08-16 00:00:00-04:00,2024-08-16,00:00:00,1723780800,93.75109100341797,93.84730370674961,93.33736977258904,93.75109100341797,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.2795942787461914,93.50434657624733,93.04079887322514,66.64230076851695,0.9550427135398394,0.7678262406778081,0.18721647286203125,96.14669808031853,91.61599349975586,87.08528891919319,64.02867187312178,65.47779758501262,-35.97132812687821,70.98106116503497,36.36668260247891,52.42571943059055,23.416567945012293,78982056.0,96.15644175699332,91.93557802729148,87.71471429758967,93.995202711971,91.62265034816167,89.25009798435234,0.003501516422754758,0.15058985379178194
2024-08-19 00:00:00-04:00,2024-08-19,00:00:00,1724040000,93.73184373495906,94.44383388638543,93.72222760305019,94.18405151367188,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.279765522644224,93.73091488872218,93.24866298967,66.87823729822725,0.9908117033238,0.8124233332070065,0.17838837011679343,96.35510204148291,91.88288269042968,87.41066333937646,65.90785371397122,63.17889552788058,-34.09214628602877,80.79774806409078,36.36668260247891,53.82130541336054,23.413434601987735,105309408.0,96.15644175699332,91.93557802729148,87.71471429758967,94.20558367665129,91.87786137573433,89.55013907481737,0.004618191699103713,0.15058985379178194
2024-08-20 00:00:00-04:00,2024-08-20,00:00:00,1724126400,94.59776879003223,95.11732617318945,94.40534339207403,94.93451690673828,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.2786181731380546,94.13211556139422,93.55518188368241,66.41768751859237,1.0674107243584103,0.8634208114372873,0.203989912921123,96.60385953910108,92.19352798461914,87.7831964301372,75.09786685418652,68.34479748042651,-24.902133145813476,98.76207279085814,36.36668260247891,53.40005497248155,23.43444430855431,138218598.0,96.15644175699332,91.93557802729148,87.71471429758967,94.54432895256926,92.17506231682654,89.80579568108382,0.007968072948714378,0.15058985379178194
2024-08-21 00:00:00-04:00,2024-08-21,00:00:00,1724212800,94.9345226692122,95.44445661125671,94.491938354597,94.99225616455078,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.249408925191185,94.41882909577974,93.81646811656756,64.29772427711785,1.1198659582781687,0.9147098408054637,0.205156117472705,96.6067593199529,92.55500793457031,88.50325654918772,76.27456007348493,72.4267602138809,-23.72543992651507,99.91324651602768,36.36668260247891,48.899746681217756,23.982305365494433,177709626.0,96.15644175699332,92.17051041308613,88.18457906917895,94.84746700540789,92.51528271170403,90.18309841800017,0.0006082008914547465,0.15058985379178194
2024-08-22 00:00:00-04:00,2024-08-22,00:00:00,1724299200,94.51118581565729,94.57853544345411,93.74146949178586,94.04935455322266,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.1284534437279123,94.29567091492738,93.85881110505031,47.341981963065564,1.072984135992229,0.9463646998428168,0.12661943614941218,96.44831921696829,92.83338317871093,89.21844714045358,57.0587617665806,69.47706289808401,-42.94123823341939,60.87282729157291,36.36668260247891,39.15938947724373,31.30319504439279,210618816.0,96.15644175699332,92.53011647046084,88.90379118392836,95.12163661717585,92.79287104067919,90.46410546418252,-0.009926089235050672,0.15058985379178194
2024-08-23 00:00:00-04:00,2024-08-23,00:00:00,1724385600,94.47270519247351,94.93452914332333,94.2514093497951,94.66513061523438,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.051482349720409,94.41882414836306,94.00541465235649,47.968319234481044,1.0731473612449918,0.9717212321232518,0.10142612912173998,96.36912066180805,93.1080249786377,89.84692929546735,81.42216297231766,71.58516160412773,-18.57783702768233,78.86276316651336,32.78709346380598,34.182904365227024,33.594665908490356,243528006.0,96.15644175699332,92.77465067775371,89.39285959851411,95.39992034314474,93.06702527363495,90.73413020412517,0.006547371483163644,0.15058985379178194
2024-08-26 00:00:00-04:00,2024-08-26,00:00:00,1724644800,94.95377963704726,94.96339577015299,94.36687253297484,94.42459869384766,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,0.9422111605721406,94.42074899685792,94.0816299326276,59.532610922001034,1.041857913098866,0.9857485683183747,0.056109344780491455,96.21807617183546,93.34666633605957,90.47525650028368,75.68828156930377,71.38973543606734,-24.311718430696228,73.14859450949265,31.540734492142658,38.366039701659396,27.93578251195378,269855358.0,96.15644175699332,92.8130139787762,89.46958620055908,95.64022348226989,93.31480312206959,90.9893827618693,-0.002540871383406862,0.15058985379178194
2024-08-27 00:00:00-04:00,2024-08-27,00:00:00,1724731200,93.79919322458946,94.36686065041081,93.72222746663701,94.26102447509766,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,0.9174699639066627,94.3675074896045,94.11424712216761,63.517088226907845,0.9924217079205704,0.9870831962388139,0.005338511681756475,95.98215114822435,93.55986747741699,91.13758380660963,71.7889439450256,76.29979616221567,-28.2110560549744,40.83814474854891,31.319655658807356,39.40064766799807,25.543023310782825,289600872.0,96.15644175699332,93.2637077138308,90.37097367066828,95.85011854601993,93.52638194997485,91.20264535392977,-0.0017323263324672267,0.15058985379178194
2024-08-28 00:00:00-04:00,2024-08-28,00:00:00,1724817600,94.29952269312263,94.48232464900843,94.0301241555565,94.14557647705078,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,0.8762356292401827,94.29353048541994,94.11994336851001,67.6923042798855,0.9331704623335924,0.9763006494577696,-0.043130187124177266,95.80936708688961,93.72126770019531,91.63316831350102,59.337676174320585,68.93830056288331,-40.662323825679415,41.70742922907021,31.960568129170685,42.1960171524233,21.568679624930727,302764548.0,96.15644175699332,93.70298758280651,91.2495334086197,95.97412384658656,93.70010095645668,91.4260780663268,-0.0012247691841856811,0.15058985379178194
2024-08-29 00:00:00-04:00,2024-08-29,00:00:00,1724904000,93.68373815003676,93.94351317413997,93.45281886132449,93.83767700195312,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,0.8418747547885863,94.14157932426434,94.06862221095422,59.72420057389402,0.8515523435629717,0.9513509882788102,-0.09979864471583844,95.68719085681384,93.82806510925293,91.96893936169202,49.698674212194454,60.27509811051355,-50.30132578780554,-4.690987552659491,30.27171990749498,34.612162077983136,27.347125776834897,309346386.0,96.15644175699332,93.70298758280651,91.2495334086197,96.00282706185565,93.79567318294474,91.58851930403382,-0.0032704614132635923,0.1488239852091768
2024-08-30 00:00:00-04:00,2024-08-30,00:00:00,1724990400,93.98202554408029,94.28028719825042,92.81783467071891,92.83707427978516,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,0.8817345360390111,93.70674430943795,93.84470440528712,49.16909295988736,0.6980820636288598,0.9006972033488201,-0.20261513971996026,95.61793619625277,93.74195404052735,91.86597188480192,9.365083680434019,39.46714468898302,-90.63491631956599,-40.3084664824803,27.689901560264875,30.865184141685187,31.254822219864415,309346386.0,96.15644175699332,93.70298758280651,91.2495334086197,95.813124125469,93.75414133513,91.695158544791,-0.010663123322491641,0.15152442244807837
2024-09-03 00:00:00-04:00,2024-09-03,00:00:00,1725336000,94.17202638640828,94.65466286008106,94.03688876293576,94.35543060302734,65818380,0.0,0.313,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,0.9600180915900397,93.92297307396775,93.93756371396715,54.84805322771041,0.6910089064048748,0.8587595439600311,-0.1677506375551563,95.50335553144026,93.70674552917481,91.91013552690936,62.14449260688467,40.40275016650438,-37.855507393115325,60.809741685694455,24.250654266644904,27.268024662049385,28.706184196351913,309346386.0,95.44445661125671,93.34699500993821,91.2495334086197,95.7592271226811,93.71476246493309,91.67029780718508,0.016355064342789216,0.15694078423565402
2024-09-04 00:00:00-04:00,2024-09-04,00:00:00,1725422400,94.48091499980819,95.59098038053051,94.41334618695284,95.5716781616211,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,0.9877949651952684,94.47254143651887,94.23467543172242,58.21108583945587,0.7746151109017774,0.8419306573483804,-0.06731554644660298,95.77794115785765,93.83866539001465,91.89938962217165,99.36155565527395,56.957043980864206,-0.6384443447260496,124.20923700509012,20.44211638419289,27.706072614358728,27.898963995596127,315928224.0,95.59098038053051,93.4202568945751,91.2495334086197,95.75390105558661,93.79851340861367,91.84312576164074,0.012890064205321128,0.15964839034335565
2024-09-05 00:00:00-04:00,2024-09-05,00:00:00,1725508800,95.8902199840276,96.218416646201,95.3496694397994,96.11223602294922,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,0.9343917901312793,95.01910629866232,94.57605008467274,66.33177195394286,0.8744124496773509,0.8484270158141745,0.02598543386317642,96.07538151759115,94.03032646179199,91.98527140599282,96.87757495577695,86.12787440597852,-3.122425044223055,171.92929953268532,19.551145629462553,34.085923037974695,19.932013847518224,329091900.0,96.218416646201,93.73397502741035,91.2495334086197,95.91453780997514,93.97715024041477,92.0397626708544,0.005656046558207173,0.15475045761536327
2024-09-06 00:00:00-04:00,2024-09-06,00:00:00,1725595200,96.09291452464984,97.28019599816868,95.74541571180352,96.1025619506836,65818380,0.0,0.0,0.0,37900823,148.865,85.6566,84.19,68.5,4.39,86.288,101.64,83.3,-4256.5,0.328,9338760192,0.5718604,109700000,89.41305,1.0075951010030357,95.38025818266942,94.85359769667471,64.85877482070853,0.9418647127575213,0.8671145552028439,0.0747501575546774,96.18668423279038,94.24988632202148,92.31308841125258,73.60962142978008,89.94958401361032,-26.390378570219923,203.43780549621692,19.12743314127794,36.13544783619309,18.483922839009406,342255576.0,97.28019599816868,94.76517197116517,92.25014794416167,96.2047166815141,94.21679920119549,92.22888172087687,-0.00010065390907476601,0.1542346103814691
