datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-07-17 00:00:00-04:00,2024-07-17,00:00:00,1721188800,28.37017822848826,28.431748264460435,28.19967269897461,28.19967269897461,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,28.19967269897461,28.19967269897461,8.21523362209652,0.0,0.0,0.0,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,0.000671840917161326,0.15014543535040242
2024-07-18 00:00:00-04:00,2024-07-18,00:00:00,1721275200,28.39859484737572,28.39859484737572,28.18072747196601,28.218618392944336,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,28.205987930297855,28.203117370605465,8.21523362209652,0.0015113374106867639,0.00030226748213735277,0.001209069928549411,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,0.000671840917161326,0.15014543535040242
2024-07-19 00:00:00-04:00,2024-07-19,00:00:00,1721361600,28.18072808067821,28.211988271834414,28.048113467866663,28.104948043823242,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,28.172307968139652,28.185268402099602,8.21523362209652,-0.006389509703538465,-0.0010360879549978109,-0.0053534217485406545,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,-0.0040282039162312655,0.15014543535040242
2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,28.08600150867211,28.275452496932576,28.062320586824182,28.265979766845703,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,28.20353190104167,28.199943195689798,8.21523362209652,0.00033901829370464043,-0.0007610667052573207,0.0011000849989619612,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,0.005729657381731146,0.15014543535040242
2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,28.13336540040378,28.13336540040378,27.9818053311909,28.02916717529297,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,28.145410325792106,28.168893010163103,8.21523362209652,-0.013284239362736372,-0.003265701236753131,-0.010018538125983242,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,-0.008378007537898968,0.15014543535040242
2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,27.811301729260542,27.85866357664529,27.659741649542937,27.68815803527832,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,27.992992895620844,28.08148665109314,8.21523362209652,-0.05100935280569985,-0.012814431550542474,-0.038194921255157374,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,-0.012166224486157451,0.15014543535040242
2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,27.612376099251325,27.669210673557878,27.347146881328392,27.517650604248047,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,27.83454546516325,27.978971006212213,8.21523362209652,-0.09358649484114423,-0.028968844208662827,-0.0646176506324814,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,-0.006158135575975332,0.15014543535040242
2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,27.62184966415967,27.669211509723315,27.498707781651028,27.59343147277832,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,27.754174134368274,27.90887290922423,8.21523362209652,-0.11983294430420699,-0.04714166422777166,-0.07269128007643533,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,0.0027539003827083963,0.15014543535040242
2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,27.593431579282026,27.602904309779035,27.441871504807054,27.508180618286133,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,27.67217629567423,27.8360197654173,8.21523362209652,-0.1458314222270154,-0.0668796158276204,-0.07895180639939499,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,-0.003089534354445589,0.15014543535040242
2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,27.574490459019007,27.601960115267673,27.309259400944764,27.394512176513672,456342,0.0,0.0,0.0,427485,25.72,25.5249,3.25,6.04,25.4744,29.98,24.52,0.171,26.21035,0.39676251688514064,27.57962158928738,27.755745658343912,8.21523362209652,-0.1736062715418143,-0.08822494697045918,-0.08538132457135511,29.045962648276642,26.960194396972657,24.87442614566867,17.760643631140404,19.93754374400505,-82.23935636885959,-62.4843898869711,63.999905393771996,1.142552148644122,66.16642468764505,-228171.0,28.431748264460435,26.591713624206818,24.7516789839532,27.683041473089478,26.97355074209107,26.264060011092663,-0.004132168657381086,0.15014543535040242
