datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,market_cap,price_to_book,shares_outstanding,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-07-17 00:00:00-04:00,2024-07-17,00:00:00,1721188800,228.7899932861328,229.64999389648438,226.6699981689453,227.22999572753906,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,227.22999572753906,227.22999572753906,39.89791997673863,0.0,0.0,0.0,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,-0.006381186355259194,0.15837474754486922
2024-07-18 00:00:00-04:00,2024-07-18,00:00:00,1721275200,227.7100067138672,228.32000732421875,225.57000732421875,225.77999877929688,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,226.74666341145837,226.96635991876775,39.89791997673863,-0.11566927222443724,-0.02313385444488745,-0.0925354177795498,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,-0.006381186355259194,0.15837474754486922
2024-07-19 00:00:00-04:00,2024-07-19,00:00:00,1721361600,221.52000427246094,222.67999267578125,221.41000366210938,221.72999572753906,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,225.07444085015194,226.0142937021807,39.89791997673863,-0.5280523440820843,-0.12411755237232684,-0.4039347917097575,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,-0.017937829186174925,0.15837474754486922
2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,221.5800018310547,221.9199981689453,220.39999389648438,221.8000030517578,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,223.9829615840206,225.24805903846743,39.89791997673863,-0.8395421740148663,-0.26720247670083475,-0.5723396973140316,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,0.00031573231212611574,0.15837474754486922
2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,222.33999633789062,222.75,221.86000061035156,222.5800018310547,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,223.51530833303195,224.76295772802874,39.89791997673863,-1.0117973555394997,-0.4161214524685678,-0.5956759030709319,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,0.003516676143213937,0.15837474754486922
2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,223.47000122070312,224.8800048828125,221.74000549316406,221.8000030517578,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,222.94353990594058,224.22423869597947,39.89791997673863,-1.1974467894922896,-0.5723865198733122,-0.6250602696189773,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,-0.0035043524704835294,0.15837474754486922
2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,219.02000427246094,219.25999450683594,217.52000427246094,218.3300018310547,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,221.40569388097862,223.15255926599315,39.89791997673863,-1.6060617221382643,-0.7791215603263026,-0.8269401618119616,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,-0.01564473026582147,0.15837474754486922
2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,219.9600067138672,221.0399932861328,219.6999969482422,220.6300048828125,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,221.14713088158993,222.69391301450577,39.89791997673863,-1.7244229020239459,-0.9681818286658314,-0.7562410733581145,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,0.010534525866662925,0.15837474754486922
2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,221.25999450683594,221.5500030517578,219.0500030517578,220.32000732421875,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,220.8714230291329,222.26229379808996,39.89791997673863,-1.8222336270982566,-1.1389921883523164,-0.6832414387459402,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,-0.0014050562105476505,0.15837474754486922
2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,221.41000366210938,222.9199981689453,220.36000061035156,222.52000427246094,17637965,0.0,0.0,0.0,11041676,170.017,311.09,305.74,0.0,306.4424,317.63,217.52,80240082944,1.8131129,260300000,272.41504,3.242140633719308,221.42095011024225,222.3091502479756,39.89791997673863,-1.7026014343240945,-1.2517140375466722,-0.4508873967774223,229.19898866902668,223.45750045776367,217.71601224650067,40.89031902595254,32.04646710858062,-59.10968097404745,127.80506537368878,24.021001464147066,23.70569981211405,35.13991603121953,-15874168.5,229.64999389648438,223.58499908447266,217.52000427246094,229.48032760620117,223.46633377075196,217.45233993530275,0.009985461488319247,0.15837474754486922
