datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,market_cap,pe_ratio,price_to_book,shares_outstanding,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2025-05-23 04:00:00-04:00,2025-05-23,04:00:00,1747987200,583.72,584.66,583.22,584.39,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,584.39,584.39,31.486834995182335,0.0,0.0,0.0,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,-0.004209517616660219,0.05396987570984709
2025-05-23 05:00:00-04:00,2025-05-23,05:00:00,1747990800,584.4,584.45,581.9,581.93,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,583.9427272727272,584.1557142857143,31.486834995182335,-0.19623931623937096,-0.039247863247874194,-0.15699145299149678,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,-0.004209517616660219,0.05396987570984709
2025-05-23 06:00:00-04:00,2025-05-23,06:00:00,1747994400,581.99,583.51,581.91,582.96,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,583.7640495867768,584.0418367346939,31.486834995182335,-0.26558648062928114,-0.08451558672415559,-0.18107089390512554,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,0.0017699723334423378,0.05396987570984709
2025-05-23 07:00:00-04:00,2025-05-23,07:00:00,1747998000,582.96,583.4,580.87,581.37,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,583.3287678437264,583.7873760932945,31.486834995182335,-0.44372928485915963,-0.1563583263511564,-0.2873709585080032,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,-0.0027274598600247613,0.05396987570984709
2025-05-23 08:00:00-04:00,2025-05-23,08:00:00,1748001600,581.33,584.5915,573.24,575.55,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,581.9144464175943,583.0028640844092,31.486834995182335,-1.042516618260379,-0.33358998473300094,-0.708926633527378,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,-0.010010836472470253,0.05396987570984709
2025-05-23 09:00:00-04:00,2025-05-23,09:00:00,1748005200,575.51,583.09,574.22,574.47,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,580.5609107053044,582.1902103620845,31.486834995182335,-1.5859253083236808,-0.584057049451137,-1.0018682588725438,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,-0.0018764659890537772,0.05396987570984709
2025-05-23 09:30:00-04:00,2025-05-23,09:30:00,1748007000,576.3300170898438,578.8699951171875,575.5999755859375,577.719970703125,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,580.0443761594536,581.7644732517074,31.486834995182335,-1.7343427124452546,-0.8141141820499607,-0.920228530395294,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,0.00565733755135156,0.05396987570984709
2025-05-23 10:30:00-04:00,2025-05-23,10:30:00,1748010600,577.7100219726562,578.9498901367188,576.8093872070312,578.47998046875,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,579.7599405793256,581.4516644152353,31.486834995182335,-1.7702320054542042,-1.0053377467308096,-0.7648942587233947,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,0.0013155331374472556,0.05396987570984709
2025-05-23 11:30:00-04:00,2025-05-23,11:30:00,1748014200,578.489990234375,579.72998046875,577.52001953125,578.6599731445312,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,579.5599465002721,581.1857890561206,31.486834995182335,-1.7638184232141612,-1.15703388202748,-0.6067845411866812,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,0.00031114763147965796,0.05396987570984709
2025-05-23 12:30:00-04:00,2025-05-23,12:30:00,1748017800,578.6500244140625,581.1599731445312,577.9508056640625,581.0900268554688,59566003,0.0,0.0,0.0,68737583,429.22,629.62,626.19,32.75,1.16,603.8456,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,586.0412,6.53924423828125,579.8381429284897,581.1766688465348,31.486834995182335,-1.5448426035130751,-1.234595626324599,-0.31024697718847616,588.5407894141866,580.6096136572265,572.6784379002664,80.03215233136729,63.758017521751356,-19.967847668632714,155.6015226859887,18.902961740227045,3.211516286007301,56.498545386263146,11913200.6,611.2827,574.7692999999999,538.2559,597.6950796598308,580.202257726237,562.7094357926433,0.004199450149856121,0.05396987570984709
