datetime,date,time,timestamp,open,high,low,close,volume,Dividends,Stock Splits,average_volume,beta,book_value,calculated_asset_turnover,calculated_cashflow_to_debt,calculated_debt_to_assets,calculated_ebitda_margin,calculated_fcf_yield,calculated_inventory_turnover,calculated_net_margin,calculated_operating_margin,calculated_receivables_turnover,calculated_roa,calculated_roe,cash_per_share,current_ratio,day_high,day_low,debt_to_equity,dividend_frequency,dividend_rate,dividend_yield,earnings_forward,earnings_growth,earnings_quarterly_growth,earnings_ttm,ebitda,ebitda_margin,enterprise_value,eps_forward,eps_ttm,ev_to_ebitda,ev_to_revenue,fifty_day_average,fifty_two_week_high,fifty_two_week_low,five_year_avg_dividend_yield,float_shares,forward_pe,free_cashflow,gross_margin,gross_profits,held_percent_insiders,held_percent_institutions,latest_dividend_amount,latest_split_ratio,market_cap,net_income,net_income_margin,net_income_ttm,operating_cashflow,operating_margin,payout_ratio,pe_ratio,price_to_book,price_to_sales,profit_margin,quarterly_accounts_payable,quarterly_accounts_receivable,quarterly_capital_expenditure,quarterly_change_in_inventory,quarterly_change_in_receivables,quarterly_debt,quarterly_depreciation,quarterly_ebit,quarterly_ebitda,quarterly_eps,quarterly_financing_cashflow,quarterly_free_cashflow,quarterly_goodwill,quarterly_gross_profit,quarterly_inventory,quarterly_investing_cashflow,quarterly_long_term_debt,quarterly_net_income,quarterly_operating_cashflow,quarterly_operating_expense,quarterly_operating_income,quarterly_research_development,quarterly_revenue,quarterly_selling_general_admin,quarterly_total_assets,quarterly_total_equity,quarterly_total_liabilities,quick_ratio,return_on_assets,return_on_equity,revenue_growth,revenue_per_share,shares_outstanding,shares_percent_shares_out,shares_short,shares_short_prior_month,short_percent_of_float,short_ratio,split_frequency,total_cash,total_debt,total_revenue,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2025-05-23 04:00:00-04:00,2025-05-23,04:00:00,1747987200,454.0,454.83,453.66,454.16,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,454.16,454.16,43.41758079972665,0.0,0.0,0.0,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,-0.0049762198344196484,0.04439472188616202
2025-05-23 05:00:00-04:00,2025-05-23,05:00:00,1747990800,454.36,454.36,451.9,451.9,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,453.7490909090909,453.94476190476195,43.41758079972665,-0.18028490028484612,-0.03605698005696922,-0.1442279202278769,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,-0.0049762198344196484,0.04439472188616202
2025-05-23 06:00:00-04:00,2025-05-23,06:00:00,1747994400,452.09,453.75,452.09,453.35,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,453.67652892561983,453.8881179138322,43.41758079972665,-0.20380970933672415,-0.06960752591292022,-0.13420218342380394,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,0.003208674485505769,0.04439472188616202
2025-05-23 07:00:00-04:00,2025-05-23,07:00:00,1747998000,453.28,454.21,452.5,453.79,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,453.69716003005254,453.8787733506101,43.41758079972665,-0.18481849466985523,-0.09264971966430723,-0.092168775005548,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,0.0009705525532148762,0.04439472188616202
2025-05-23 08:00:00-04:00,2025-05-23,08:00:00,1748001600,453.75,454.8588,448.17,450.83,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,453.1758582064066,453.58841398388535,43.41758079972665,-0.4039585003334878,-0.15491147579814335,-0.24904702453534444,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,-0.006522840961678433,0.04439472188616202
2025-05-23 09:00:00-04:00,2025-05-23,09:00:00,1748005200,450.82,454.86,448.94,449.6,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,452.52570216887807,453.2085650330391,43.41758079972665,-0.6691655304080655,-0.2577622867201278,-0.4114032436879377,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,-0.0027283011334648943,0.04439472188616202
2025-05-23 09:30:00-04:00,2025-05-23,09:30:00,1748007000,449.760009765625,452.3599853515625,448.9100036621094,451.42999267578125,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,452.32648226104226,453.0391771894908,43.41758079972665,-0.7233406763539278,-0.3508779646468878,-0.37246271170704004,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,0.004070268406986655,0.04439472188616202
2025-05-23 10:30:00-04:00,2025-05-23,10:30:00,1748010600,451.4200134277344,452.0299987792969,449.93499755859375,450.7550048828125,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,452.0407591013641,452.8216369698072,43.41758079972665,-0.8113875727436834,-0.44297988626624696,-0.3684076864774365,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,-0.0014952214162108346,0.04439472188616202
2025-05-23 11:30:00-04:00,2025-05-23,11:30:00,1748014200,450.75,451.79998779296875,450.0452880859375,451.17498779296875,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,451.8833461362012,452.6648132386797,43.41758079972665,-0.8376206916377669,-0.521908047340551,-0.3157126442972159,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,0.0009317321063699868,0.04439472188616202
2025-05-23 12:30:00-04:00,2025-05-23,12:30:00,1748017800,451.1300048828125,452.989990234375,450.5458068847656,452.9100036621094,13295281,0.0,0.0,20063473,1.033,43.3,0.47860153896318164,1.1288243210528606,0.2050499524253021,0.5426236731097168,0.019723656558407424,196.72712680577848,0.35955972944084985,0.44644299573273716,4.3061274682032185,0.18868017189839953,2231755262.817552,10.712,1.372,511.2,505.27,32.626,21.5,3.32,0.66,14.95,0.177,0.177,12.93,149172994048,0.55247,3780842356736,14.95,12.93,25.345,14.003,478.3274,514.64,344.79,0.83,7421915327,33.797325,54817001472,0.69074994,186509000704,0.00063,0.74665,0.83,2.0,3755439554560,96635002880,96635002880,96635002880,130710003712,0.45671,0.2442,39.07734,11.669053,13.90852,0.35789,21996000000.0,56924000000.0,-44477000000.0,1284000000.0,-7191000000.0,67127000000.0,22287000000.0,110722000000.0,133009000000.0,11.86,-37757000000.0,74071000000.0,119220000000.0,171008000000.0,1246000000.0,-96970000000.0,42688000000.0,88136000000.0,118548000000.0,61575000000.0,109433000000.0,29510000000.0,245122000000.0,32065000000.0,512163000000.0,268477000000.0,243686000000.0,1.244,0.14581999,0.3361,0.133,36.325,7432540160,0.0077,56857827,58182215,0.0077,2.74,9,79617998848,105018998784,270010007552,428.81644,2.693352612304685,452.0700111409118,452.68816470757776,43.41758079972665,-0.7102223457500259,-0.5595709070224459,-0.1506514387275799,455.79606999874704,452.1229045800781,448.4497391614092,55.297458893870996,71.12947045740795,-44.702541106129004,119.02105793232528,67.03625571765404,6.235496336148659,23.9746633001039,7977168.6,456.8,444.82975,432.8595,458.5739562394206,451.94927258219406,445.3245889249675,0.0038455497669049876,0.04439472188616202
