,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,latest_split_ratio,market_cap,shares_outstanding,split_frequency,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2023-07-24 00:00:00-04:00,2023-07-24,00:00:00,1690171200,24.589376329432532,24.60812580679794,24.537816160701944,24.598751068115234,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.598751068115234,24.598751068115234,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2023-07-25 00:00:00-04:00,2023-07-25,00:00:00,1690257600,24.584698214730274,24.612820652293518,24.505013802852982,24.55188751220703,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.59023042158647,24.594287872314453,,-0.0037384033203125,-0.0007476806640625,-0.00299072265625,,,,,,,,,,,,,,,,,,-0.001905119320018911,
2,2023-07-26 00:00:00-04:00,2023-07-26,00:00:00,1690344000,24.542510741197233,24.580007917531077,24.495637035718634,24.561260223388672,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.58496311282323,24.59114238194057,,-0.005877068239740879,-0.001773558179198176,-0.004103510060542703,,,,,,,,,,,,,,,,,,0.00038175114548644196,
3,2023-07-27 00:00:00-04:00,2023-07-27,00:00:00,1690430400,24.52844635110788,24.54719404282549,24.350329869424577,24.37845230102539,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.54741569249635,24.570886183758173,,-0.0220686534421759,-0.005832577231793722,-0.01623607621038218,,,,,,,,,,,,,,,,,,-0.007442937402259209,
4,2023-07-28 00:00:00-04:00,2023-07-28,00:00:00,1690516800,24.411265357730002,24.472198486328125,24.392515877523422,24.472198486328125,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.533739836829398,24.561487355431503,,-0.02702454554595235,-0.010070970894625449,-0.0169535746513269,,,,,,,,,,,,,,,,,,0.003845452703278962,
5,2023-07-31 00:00:00-04:00,2023-07-31,00:00:00,1690776000,24.46751379505084,24.51438571093746,24.430014831902366,24.48157501220703,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.52425532326169,24.55387665607679,,-0.02985140999536995,-0.01402705871477435,-0.0158243512805956,,,,,,,,,,,,,,,,,,0.0003831501237678836,
6,2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,1690862400,24.3983525552793,24.407756645191128,24.323121629631412,24.33722686767578,1371804,0.0,0.0815,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.490250149518797,24.533243342895737,,-0.043240954526655884,-0.01986983787715066,-0.023371116649505225,,,,,,,,,,,,,,,,,,-0.005896195177772512,
7,2023-08-02 00:00:00-04:00,2023-08-02,00:00:00,1690948800,24.290205001831055,24.30431023801143,24.20556999745579,24.290205001831055,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.45387830448466,24.510096834222914,,-0.05698959604132625,-0.027293789509985778,-0.029695806531340473,,,,,,,,,,,,,,,,,,-0.0019320962943062403,
8,2023-08-03 00:00:00-04:00,2023-08-03,00:00:00,1691035200,24.186759102046317,24.196163189658584,24.130336370019013,24.144441604614258,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.397617086326406,24.475272526641135,,-0.07873971898845156,-0.03758297540567894,-0.04115674358277262,,,,,,,,,,,,,,,,,,-0.006000912598547847,
9,2023-08-04 00:00:00-04:00,2023-08-04,00:00:00,1691121600,24.229073412321977,24.384238147044176,24.229073412321977,24.374834060668945,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.39347471802505,24.465706958453307,,-0.07650420948694858,-0.045367222221932874,-0.03113698726501571,,,,,,,,,,,,,,,,,,0.009542256550288508,
10,2023-08-07 00:00:00-04:00,2023-08-07,00:00:00,1691380800,24.365437786760044,24.412456440066055,24.33722551858845,24.39365005493164,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.39350659746261,24.45884439621315,,-0.07237990809031913,-0.050769759395610126,-0.021610148694709008,,,,,,,,,,,,,,,,,,0.0007719434813735493,
