datetime,date,time,timestamp,open,high,low,close,volume,Dividends,Stock Splits,average_volume,beta,book_value,calculated_asset_turnover,calculated_cashflow_to_debt,calculated_debt_to_assets,calculated_ebitda_margin,calculated_fcf_yield,calculated_inventory_turnover,calculated_net_margin,calculated_operating_margin,calculated_receivables_turnover,calculated_roa,calculated_roe,cash_per_share,current_ratio,day_high,day_low,debt_to_equity,earnings_forward,earnings_growth,earnings_quarterly_growth,earnings_ttm,ebitda,ebitda_margin,enterprise_value,eps_forward,eps_ttm,ev_to_ebitda,ev_to_revenue,fifty_day_average,fifty_two_week_high,fifty_two_week_low,float_shares,forward_pe,free_cashflow,gross_margin,gross_profits,held_percent_insiders,held_percent_institutions,latest_split_ratio,market_cap,net_income,net_income_margin,net_income_ttm,operating_cashflow,operating_margin,payout_ratio,pe_ratio,price_to_book,price_to_sales,profit_margin,quarterly_accounts_payable,quarterly_accounts_receivable,quarterly_capital_expenditure,quarterly_change_in_inventory,quarterly_change_in_receivables,quarterly_debt,quarterly_ebit,quarterly_ebitda,quarterly_eps,quarterly_financing_cashflow,quarterly_free_cashflow,quarterly_goodwill,quarterly_gross_profit,quarterly_inventory,quarterly_investing_cashflow,quarterly_long_term_debt,quarterly_net_income,quarterly_operating_cashflow,quarterly_operating_expense,quarterly_operating_income,quarterly_research_development,quarterly_revenue,quarterly_selling_general_admin,quarterly_total_assets,quarterly_total_equity,quarterly_total_liabilities,quick_ratio,return_on_assets,return_on_equity,revenue_growth,revenue_per_share,shares_outstanding,shares_percent_shares_out,shares_short,shares_short_prior_month,short_percent_of_float,short_ratio,split_frequency,total_cash,total_debt,total_revenue,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2023-01-03 00:00:00-05:00,2023-01-03,00:00:00,1672722000,85.45999908447266,86.95999908447266,84.20999908447266,85.81999969482422,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,85.81999969482422,85.81999969482422,72.51731884589971,0.0,0.0,0.0,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,-0.007923564525679994,0.39338736671687385
2023-01-04 00:00:00-05:00,2023-01-04,00:00:00,1672808400,86.55000305175781,86.9800033569336,83.36000061035156,85.13999938964844,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,85.69636327570134,85.75523776099794,72.51731884589971,-0.05424503858951368,-0.010849007717902738,-0.043396030871610945,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,-0.007923564525679994,0.39338736671687385
2023-01-05 00:00:00-05:00,2023-01-05,00:00:00,1672894800,85.33000183105469,85.41999816894531,83.06999969482422,83.12000274658203,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,85.22793408858874,85.50426299772023,72.51731884589971,-0.2572658689701939,-0.06013237996836097,-0.19713348900183292,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,-0.023725589118479662,0.39338736671687385
2023-01-06 00:00:00-05:00,2023-01-06,00:00:00,1672981200,83.02999877929688,86.4000015258789,81.43000030517578,86.08000183105469,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,85.38285549630982,85.5590952675616,72.51731884589971,-0.17727068524816048,-0.08356004102432088,-0.0937106442238396,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,0.035611152390083056,0.39338736671687385
2023-01-09 00:00:00-05:00,2023-01-09,00:00:00,1673240400,87.45999908447266,89.4800033569336,87.08000183105469,87.36000061035156,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,85.74233642613558,85.73061006211302,72.51731884589971,-0.010468052527770055,-0.06894164332501072,0.05847359079724067,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,0.01486987397850048,0.39338736671687385
2023-01-10 00:00:00-05:00,2023-01-10,00:00:00,1673326800,87.56999969482422,90.19000244140625,87.29000091552734,89.87000274658203,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,86.49282121167128,86.12483793682435,72.51731884589971,0.3205651555140321,0.008959716442797833,0.3116054390712343,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,0.028731709234134817,0.39338736671687385
2023-01-11 00:00:00-05:00,2023-01-11,00:00:00,1673413200,90.93000030517578,95.26000213623047,90.93000030517578,95.08999633789062,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,88.05594396189298,86.9786625464497,72.51731884589971,0.9926782385512922,0.20570342086449672,0.7869748176867954,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,0.058083825879343465,0.39338736671687385
2023-01-12 00:00:00-05:00,2023-01-12,00:00:00,1673499600,96.93000030517578,97.19000244140625,93.5,95.2699966430664,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,89.36758990392451,87.76831341279414,72.51731884589971,1.5223089890526182,0.46902453450212106,1.0532844545504971,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,0.0018929468094222024,0.39338736671687385
2023-01-13 00:00:00-05:00,2023-01-13,00:00:00,1673586000,94.18000030517578,98.37000274658203,94.12000274658203,98.12000274658203,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,90.9589376934986,88.75418858744061,72.51731884589971,2.14726451990758,0.8046725315832128,1.342591988324367,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,0.029915043601747016,0.39338736671687385
2023-01-17 00:00:00-05:00,2023-01-17,00:00:00,1673931600,98.68000030517578,98.88999938964844,95.7300033569336,96.05000305175781,34006926,0.0,0.0,42243819,1.337,28.82,1.020907545919788,0.7336169646829334,0.25276766847497334,0.194079870336495,0.013614572119808899,18.646139007423862,0.09287117197186653,0.1075194487420038,11.504914248615895,0.10552829514125596,2288133187.5086746,8.907,1.048,230.0,226.35,51.641,6.15,0.622,0.642,6.15,126144004096,0.19397,2497717731328,6.15,6.15,19.801,3.841,213.7958,242.52,151.61,9585823079,36.98699,39273500672,0.49158,319681986560,0.08587,0.65470004,20.0,2414912471040,65943998464,65943998464,65943998464,113903001600,0.11823,0.0,36.98699,7.8927827,3.7134616,0.1014,94363000000.0,55451000000.0,-82999000000.0,-1884000000.0,-3249000000.0,130900000000.0,71020000000.0,123815000000.0,5.66,-11812000000.0,32878000000.0,23074000000.0,311671000000.0,34214000000.0,-94342000000.0,52623000000.0,59248000000.0,115877000000.0,243078000000.0,68593000000.0,,637959000000.0,55266000000.0,624894000000.0,285970000000.0,338924000000.0,0.807,0.07632,0.2524,0.086,61.785,10616399872,0.0067000003,70664960,61355415,0.0074,1.61,4,94564999168,157952999424,650313007104,207.7802,3.5064288548060825,91.88458594045481,89.44902806023272,72.51731884589971,2.44730361235888,1.1331987477383463,1.3141048646205336,106.12418655802037,94.22350006103515,82.32281356404994,89.93849573410643,87.06912115115016,-10.061504265893577,121.68250950260735,32.631790500913596,31.08574714519394,10.796486033888558,102020778.0,103.48999786376953,92.45999908447266,81.43000030517578,100.8943322499593,93.91733334859212,86.94033444722494,-0.02109661268732821,0.39338736671687385
