datetime,date,time,timestamp,open,high,low,close,volume,Dividends,Stock Splits,average_volume,beta,book_value,calculated_asset_turnover,calculated_cashflow_to_debt,calculated_debt_to_assets,calculated_ebitda_margin,calculated_fcf_yield,calculated_inventory_turnover,calculated_net_margin,calculated_operating_margin,calculated_receivables_turnover,calculated_roa,calculated_roe,cash_per_share,current_ratio,day_high,day_low,debt_to_equity,earnings_forward,earnings_growth,earnings_quarterly_growth,earnings_ttm,ebitda,ebitda_margin,enterprise_value,eps_forward,eps_ttm,ev_to_ebitda,ev_to_revenue,fifty_day_average,fifty_two_week_high,fifty_two_week_low,float_shares,forward_pe,free_cashflow,gross_margin,gross_profits,held_percent_insiders,held_percent_institutions,latest_split_ratio,market_cap,net_income,net_income_margin,net_income_ttm,operating_cashflow,operating_margin,payout_ratio,pe_ratio,price_to_book,price_to_sales,profit_margin,quarterly_accounts_payable,quarterly_accounts_receivable,quarterly_capital_expenditure,quarterly_change_in_inventory,quarterly_change_in_receivables,quarterly_debt,quarterly_depreciation,quarterly_ebit,quarterly_ebitda,quarterly_eps,quarterly_financing_cashflow,quarterly_free_cashflow,quarterly_goodwill,quarterly_gross_profit,quarterly_inventory,quarterly_investing_cashflow,quarterly_long_term_debt,quarterly_net_income,quarterly_operating_cashflow,quarterly_operating_expense,quarterly_operating_income,quarterly_research_development,quarterly_revenue,quarterly_selling_general_admin,quarterly_total_assets,quarterly_total_equity,quarterly_total_liabilities,quick_ratio,return_on_assets,return_on_equity,revenue_growth,revenue_per_share,shares_outstanding,shares_percent_shares_out,shares_short,shares_short_prior_month,short_percent_of_float,short_ratio,split_frequency,total_cash,total_debt,total_revenue,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2023-01-03 00:00:00-05:00,2023-01-03,00:00:00,1672722000,66.0,66.87999725341797,63.59000015258789,64.0199966430664,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,64.0199966430664,64.0199966430664,75.0902566849011,0.0,0.0,0.0,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.009996986138740782,0.5228924799955862
2023-01-04 00:00:00-05:00,2023-01-04,00:00:00,1672808400,65.0,65.79000091552734,63.310001373291016,64.66000366210938,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,64.13636155561967,64.08094969249906,75.0902566849011,0.051054690977792916,0.010210938195558584,0.04084375278223433,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.009996986138740782,0.5228924799955862
2023-01-05 00:00:00-05:00,2023-01-05,00:00:00,1672894800,64.1500015258789,64.3499984741211,62.29999923706055,62.33000183105469,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,63.80793251478967,63.91419275331388,75.0902566849011,-0.09539610678446309,-0.010910470800445752,-0.08448563598401733,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,-0.03603466902399921,0.5228924799955862
2023-01-06 00:00:00-05:00,2023-01-06,00:00:00,1672981200,63.150001525878906,64.30000305175781,60.04999923706055,63.959999084472656,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,63.83558098200475,63.91855526104329,75.0902566849011,-0.07902135425391776,-0.024532647491140154,-0.05448870676277761,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.02615108624312379,0.5228924799955862
2023-01-09 00:00:00-05:00,2023-01-09,00:00:00,1673240400,66.22000122070312,69.31999969482422,65.66999816894531,67.23999786376953,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,64.45456586959834,64.2348831279696,75.0902566849011,0.19636072034217023,0.01964602607552192,0.17671469426664832,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.05128203293069067,0.5228924799955862
2023-01-10 00:00:00-05:00,2023-01-10,00:00:00,1673326800,66.66999816894531,68.1500015258789,66.55999755859375,68.05000305175781,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,65.10828172090007,64.59822788261609,75.0902566849011,0.4744939764567846,0.11061561615177445,0.36387836030501014,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.012046478490814083,0.5228924799955862
2023-01-11 00:00:00-05:00,2023-01-11,00:00:00,1673413200,68.38999938964844,69.12999725341797,67.22000122070312,69.05999755859375,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,65.82677550957165,65.0231583279473,75.0902566849011,0.7675666708074829,0.24200582708291618,0.5255608437245667,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.014841946532577754,0.5228924799955862
2023-01-12 00:00:00-05:00,2023-01-12,00:00:00,1673499600,70.06999969482422,71.6500015258789,67.18000030517578,70.80000305175781,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,66.73099869906004,65.57333401592925,75.0902566849011,1.1272386881060754,0.419052399287548,0.7081862888185274,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.025195562622019496,0.5228924799955862
2023-01-13 00:00:00-05:00,2023-01-13,00:00:00,1673586000,69.83999633789062,71.0999984741211,69.2300033569336,71.0,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,67.5071807537764,66.09015934774551,75.0902566849011,1.4121411512270754,0.6176701496754535,0.7944710015516219,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.0028248155313777,0.5228924799955862
2023-01-17 00:00:00-05:00,2023-01-17,00:00:00,1673931600,70.87000274658203,72.66000366210938,70.6500015258789,71.58999633789062,48277494,0.0,0.0,46865890,2.045,35.817,0.3724756594343166,0.6427816790137566,0.06834137185450553,0.20391700601124685,0.009586905000152173,4.496860830136031,0.06364165212332752,0.08089974791545472,4.164244186046512,0.032169994857423515,62177180.221682444,4.508,2.803,156.2266,149.34,8.174,5.1,5.252,4.764,1.37,5878000128,0.21181999,248284659712,5.1,1.37,42.24,8.947,128.47,174.05,76.48,1610070580,30.337255,3355624960,0.53578,14867999744,0.00522,0.68112,2.0,250863026176,2227000064,2227000064,2227000064,3459000064,0.10836001,0.0,112.9343,4.3197365,9.040109,0.080249995,1990000000.0,6192000000.0,-636000000.0,-1458000000.0,-1865000000.0,2212000000.0,784000000.0,2081000000.0,5258000000.0,1.01,-2062000000.0,2405000000.0,24839000000.0,12725000000.0,5734000000.0,-1101000000.0,1721000000.0,1641000000.0,3041000000.0,10639000000.0,2086000000.0,6456000000.0,25785000000.0,2783000000.0,69226000000.0,57568000000.0,11658000000.0,1.765,0.0256,0.03904,0.359,17.122,1621400064,0.0301,48818299,39672775,0.030199999,0.92,4,7310000128,4730999808,27750000640,123.37825,3.166428702218192,68.24951085997898,66.61395334680695,75.0902566849011,1.6663277900142646,0.8274016777432158,0.8389261122710487,78.9392827495663,70.26599998474121,61.59271721991612,99.63725774419429,92.6844210796118,-0.3627422558057097,79.02484933495859,47.87921449858431,39.29618192964298,15.610208690521961,289664964.0,77.08000183105469,68.56500053405762,60.04999923706055,76.30316734313965,70.03416633605957,63.76516532897949,0.008309807575924255,0.5228924799955862
