datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,dividend_yield,pe_ratio,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2025-06-16 18:15:00-04:00,2025-06-16,18:15:00,1750112100,12.94,12.95,12.94,12.9499,0,0.0,0.0,0.0,2.53,64.78704,,12.945656682407144,12.942932353985604,,0.002724328421539468,0.0012851162923823262,0.0014392121291571418,,,,,,,,,,,,,,,,,,0.0007650695517773531,
2025-06-16 18:30:00-04:00,2025-06-16,18:30:00,1750113000,12.95,12.95,12.8,12.81,0,0.0,0.0,0.0,2.53,64.78704,,12.924786423575277,12.933085512949635,,-0.008299089374357749,-0.0006317248409656888,-0.00766736453339206,,,,,,,,,,,,,,,,,,-0.010803172225268054,
2025-06-16 18:45:00-04:00,2025-06-16,18:45:00,1750113900,12.8199,12.82,12.76,12.7702,0,0.0,0.0,0.0,2.53,64.78704,,12.901003896871389,12.921019919397809,,-0.020016022526419874,-0.004508584378056526,-0.015507438148363348,,,,,,,,,,,,,,,,,,-0.0031069476971116172,
2025-06-16 19:00:00-04:00,2025-06-16,19:00:00,1750114800,12.77,12.83,12.76,12.81,0,0.0,0.0,0.0,2.53,64.78704,0.0496428789411274,12.887003297352713,12.912796221664639,35.536303764188986,-0.025792924311925702,-0.00876545236483036,-0.017027471947095342,,,,23.25577269128752,,-76.74422730871248,,,5.755393156249606,33.093521625975555,,,,,,,,0.0031166309063288544,
2025-06-16 19:15:00-04:00,2025-06-16,19:15:00,1750115700,12.81,12.83,12.76,12.76,0,0.0,0.0,0.0,2.53,64.78704,0.0507142857142859,12.867464328529218,12.901477983022813,31.978400918444265,-0.03401365449359517,-0.013815092790583322,-0.020198561703011847,,,,0.0,,-100.0,,,5.633802816901518,32.3943769428089,,,,,,,,-0.0039032006245121043,
2025-06-16 19:30:00-04:00,2025-06-16,19:30:00,1750116600,12.77,12.77,12.71,12.73,0,0.0,0.0,0.0,2.53,64.78704,0.05214285714285717,12.846315970293954,12.888775910206308,31.350608559089224,-0.042459939912353306,-0.01954406221493732,-0.022915877697415987,,,,7.692307692307534,10.316026794531684,-92.30769230769246,,,5.479452054794644,38.35616438356129,,,,,,,,-0.0023510971786833146,
2025-06-16 19:45:00-04:00,2025-06-16,19:45:00,1750117500,12.73,12.73,12.62,12.63,0,0.0,0.0,0.0,2.53,64.78704,0.0550000000000001,12.81303659024873,12.8696073242651,19.610296746514138,-0.05657073401637014,-0.026949396575223883,-0.029621337441146256,,,,2.857142857143292,3.516483516483609,-97.14285714285671,,,5.194805194805306,45.454545454545325,,,,,,,,-0.00785545954438327,
2025-06-17 04:00:00-04:00,2025-06-17,04:00:00,1750147200,12.75,12.82,12.73,12.81,0,0.0,0.0,0.0,2.53,64.78704,0.06500000000000002,12.812569422518155,12.865191966912128,41.42121818701748,-0.05262254439397296,-0.0320840261389737,-0.020538518254999256,,,,54.28571428571443,21.61172161172175,-45.714285714285566,,,14.285714285714368,38.46153846153841,,,,,,,,0.014251781472684133,
2025-06-17 04:15:00-04:00,2025-06-17,04:15:00,1750148100,12.8,12.83,12.77,12.83,0,0.0,0.0,0.0,2.53,64.78704,0.06642857142857153,12.815251049823054,12.862585154548267,44.280812124678285,-0.04733410472521271,-0.03513404185622151,-0.012200062868991203,,,,60.0,39.047619047619236,-40.0,,,15.053763440860251,36.55913978494617,,,,,,,,0.0015612802498048417,
2025-06-17 04:30:00-04:00,2025-06-17,04:30:00,1750149000,12.82,12.84,12.8,12.82,0,0.0,0.0,0.0,2.53,64.78704,0.06642857142857153,12.815981657542585,12.859430698655803,41.1686782455108,-0.043449041113218456,-0.036797041707620895,-0.006651999405597561,13.060700719540655,12.867499979019167,12.674299238497678,57.14285714285722,57.14285714285722,-42.85714285714278,-41.814133269299,,16.12903225806453,35.483870967741886,0.0,12.975000381469727,12.797500190734862,12.62,12.99241669782003,12.869916667302451,12.747416636784873,-0.000779423226812126,
2025-06-17 04:45:00-04:00,2025-06-17,04:45:00,1750149900,12.82,12.84,12.76,12.79,0,0.0,0.0,0.0,2.53,64.78704,0.07071428571428585,12.81198447945911,12.854287683940559,38.56162424935659,-0.042303204481449086,-0.03789827426238653,-0.004404930219062554,13.052996351206303,12.86,12.667003648793695,48.571428571428356,55.23809523809519,-51.428571428571644,-55.21077938052149,,14.141414141414172,37.3737373737374,0.0,12.97,12.795,12.62,12.9875,12.8625,12.7375,-0.002340093603744209,
2025-06-17 05:00:00-04:00,2025-06-17,05:00:00,1750150800,12.8,12.83,12.77,12.78,0,0.0,0.0,0.0,2.53,64.78704,0.07285714285714295,12.807063790311554,12.848784892537555,36.21990136350439,-0.041721102226000895,-0.038662839855109404,-0.0030582623708914902,13.04698646724368,12.853,12.659013532756319,45.714285714285566,50.47619047619039,-54.28571428571443,-52.65461116051859,,11.76470588235285,36.27450980392162,0.0,12.97,12.795,12.62,12.982500000000002,12.855500000000001,12.7285,-0.0007818608287724071,
2025-06-17 05:15:00-04:00,2025-06-17,05:15:00,1750151700,12.78,12.78,12.74,12.75,0,0.0,0.0,0.0,2.53,64.78704,0.07357142857142852,12.798284745648239,12.84146749309033,35.203721979416315,-0.043182747442090275,-0.03956682137250558,-0.0036159260695846976,13.03297867613124,12.841999999999999,12.651021323868758,38.23529411764711,44.173669467787015,-61.7647058823529,-76.42512903869816,,11.650485436893137,38.83495145631074,0.0,12.97,12.795,12.62,12.97,12.846,12.722,-0.0023474178403755097,
2025-06-17 05:30:00-04:00,2025-06-17,05:30:00,1750152600,12.74,12.77,12.73,12.77,0,0.0,0.0,0.0,2.53,64.78704,0.0742857142857141,12.79393324631774,12.836173604713267,38.018043416972034,-0.0422403583955262,-0.0401015287771097,-0.0021388296184165004,13.02285029437152,12.834,12.64514970562848,45.45454545454555,43.13470842882608,-54.545454545454454,-70.45141635176068,,11.538461538461494,38.461538461538595,0.0,12.97,12.795,12.62,12.959833333333334,12.836833333333335,12.713833333333335,0.0015686274509802978,
2025-06-17 05:45:00-04:00,2025-06-17,05:45:00,1750153500,12.77,12.78,12.75,12.75,0,0.0,0.0,0.0,2.53,64.78704,0.0757142857142855,12.787174285345781,12.829790374734506,36.108408617095165,-0.04261608938872463,-0.04060444089943269,-0.002011648489291945,13.014850294371518,12.825999999999999,12.63714970562848,39.39393939393962,41.027926322044095,-60.606060606060375,-62.772343602401506,,12.264150943396167,37.73584905660392,0.0,12.97,12.795,12.62,12.950666666666667,12.828666666666667,12.706666666666667,-0.001566170712607673,
2025-06-17 06:00:00-04:00,2025-06-17,06:00:00,1750154400,12.75,12.77,12.75,12.76,0,0.0,0.0,0.0,2.53,64.78704,0.06642857142857128,12.782993626061813,12.824620717346765,45.75983717774754,-0.041627091284951234,-0.0408089709765364,-0.0008181203084148339,13.000042163678783,12.817000000000002,12.63395783632122,63.63636363636371,49.49494949494963,-36.363636363636296,-59.04034967544244,,13.978494623655838,27.95698924731206,0.0,12.97,12.795,12.62,12.940333333333333,12.820333333333334,12.700333333333335,0.0007843137254901489,
2025-06-17 06:15:00-04:00,2025-06-17,06:15:00,1750155300,12.76,12.76,12.7,12.71,0,0.0,0.0,0.0,2.53,64.78704,0.06642857142857128,12.771763837436918,12.816130293839597,44.981660553517806,-0.04436645640267933,-0.04152046806176499,-0.002845988340914346,12.982720099269075,12.805000000000001,12.627279900730928,40.90909090909153,47.97979797979829,-59.090909090908475,-91.79208026470128,53.093958685987225,13.978494623655838,29.032258064516338,0.0,12.97,12.795,12.62,12.933333333333334,12.809333333333333,12.685333333333332,-0.003918495297805524,
2025-06-17 06:30:00-04:00,2025-06-17,06:30:00,1750156200,12.72,12.73,12.66,12.68,0,0.0,0.0,0.0,2.53,64.78704,0.06642857142857128,12.757646323985083,12.806046568369998,38.98305084745753,-0.04840024438491497,-0.04289642332639499,-0.0055038210585199795,12.958598379716037,12.7905,12.622401620283963,27.27272727272742,43.93939393939422,-72.72727272727259,-126.00706433305783,51.22364924090233,12.90322580645156,33.333333333333464,0.0,12.97,12.795,12.62,12.923833333333334,12.795833333333334,12.667833333333334,-0.002360346184107076,
2025-06-17 06:45:00-04:00,2025-06-17,06:45:00,1750157100,12.68,12.74,12.68,12.73,0,0.0,0.0,0.0,2.53,64.78704,0.06571428571428559,12.753393043371993,12.80041348923148,47.45762711864412,-0.04702044585948606,-0.0437212278330132,-0.0032992180264728582,12.928771308838659,12.779005,12.62923869116134,50.0000000000004,39.39393939393978,-49.999999999999595,-90.37993390990897,49.11927153849338,14.130434782608614,33.69565217391317,0.0,12.96,12.79,12.62,12.914835,12.783835,12.652835,0.0039432176656151174,
2025-06-17 07:00:00-04:00,2025-06-17,07:00:00,1750158000,12.73,12.77,12.72,12.75,0,0.0,0.0,0.0,2.53,64.78704,0.06499999999999988,12.752871036699378,12.796679156695815,51.724137931034456,-0.04380811999643619,-0.0437386062656978,-6.951373073838668e-05,12.899005375532878,12.769504999999999,12.64000462446712,59.09090909090927,45.454545454545695,-40.90909090909072,-42.05222876043085,45.462808953459465,17.58241758241744,28.571428571428797,0.0,12.95,12.785,12.62,12.907001666666666,12.774001666666667,12.641001666666668,0.0015710919088767206,
2025-06-17 07:15:00-04:00,2025-06-17,07:15:00,1750158900,12.76,12.82,12.76,12.78,0,0.0,0.0,0.0,2.53,64.78704,0.06214285714285696,12.757044723361012,12.795443663607237,64.7058823529411,-0.03839894024622481,-0.04267067306180321,0.004271732815578397,12.859186680691385,12.76101,12.662833319308616,66.66666666666634,58.58585858585867,-33.33333333333366,38.98374367198055,40.53703297505193,24.137931034482722,19.54022988505752,0.0,12.95,12.785,12.62,12.905003333333333,12.766003333333334,12.627003333333334,0.0023529411764704466,0.06738643128682413
2025-06-17 07:30:00-04:00,2025-06-17,07:30:00,1750159800,12.78,12.81,12.78,12.78,0,0.0,0.0,0.0,2.53,64.78704,0.05071428571428565,12.760576304382395,12.79429968852522,45.45454545454526,-0.033723384142824386,-0.04088121527800745,0.007157831135183063,12.85542579421006,12.75951,12.663594205789941,66.66666666666634,64.14141414141399,-33.33333333333366,56.291230615132946,38.4947505448385,16.90140845070414,23.943661971831006,0.0,12.84,12.73,12.62,12.889836666666667,12.762836666666667,12.635836666666666,0.0,0.06730814012876789
2025-06-17 07:45:00-04:00,2025-06-17,07:45:00,1750160700,12.77,12.78,12.72,12.77,0,0.0,0.0,0.0,2.53,64.78704,0.050714285714285524,12.76202610370818,12.792499711597426,40.62499999999988,-0.030473607889245358,-0.03879969380025503,0.008326085911009674,12.85541114308786,12.7595,12.663588856912138,61.111111111110894,64.81481481481453,-38.888888888889106,-10.289160901189895,38.039568472009385,15.492957746478849,32.394366197183025,0.0,12.84,12.73,12.62,12.8885,12.7615,12.6345,-0.0007824726134585402,0.06611079121236323
2025-06-17 08:00:00-04:00,2025-06-17,08:00:00,1750161600,12.72,12.86,12.6588,12.8,0,0.0,0.0,0.0,2.53,64.78704,0.0622285714285713,12.76786824159923,12.793055288516134,47.058823529411825,-0.025187046916904876,-0.036077164423585,0.010890117506680126,12.85390161110051,12.758999999999999,12.664098388899488,70.17892644135253,65.98556807304325,-29.82107355864747,28.578665832249712,36.23207718281077,20.661157024793397,26.40036730945812,0.0,12.86,12.739999999999998,12.62,12.900266666666667,12.760146666666667,12.620026666666668,0.002349256068911565,0.06614760460642816
2025-06-17 08:15:00-04:00,2025-06-17,08:15:00,1750162500,12.8,12.82,12.78,12.8001,0,0.0,0.0,0.0,2.53,64.78704,0.059371428571428506,12.772826973660885,12.79357711899642,51.628506933247564,-0.02075014533553521,-0.03301176060597505,0.01226161527043984,12.857673516074259,12.761005,12.664336483925743,70.22862823061683,67.17288859436009,-29.77137176938317,84.67449772963975,33.20383886045477,21.655437921077947,22.858517805582043,0.0,12.86,12.739999999999998,12.62,12.898101666666667,12.760981666666668,12.623861666666668,7.812500000037303e-06,0.06605216299644653
2025-06-17 08:30:00-04:00,2025-06-17,08:30:00,1750163400,12.8,12.81,12.74,12.7798,0,0.0,0.0,0.0,2.53,64.78704,0.0600857142857142,12.773899746943826,12.792556591663352,49.9687890137329,-0.018656844719526333,-0.03014077742868531,0.011483932709158977,12.859363055708156,12.763495,12.667626944291845,60.13916500994056,66.84890656063665,-39.86083499005944,29.95912831509834,30.430604131022864,21.39800285306704,27.341892534474226,0.0,12.86,12.739999999999998,12.62,12.901098333333334,12.762978333333333,12.624858333333332,-0.0015859251099601401,0.06568561290068708
2025-06-17 08:45:00-04:00,2025-06-17,08:45:00,1750164300,12.7797,12.7799,12.7,12.7097,0,0.0,0.0,0.0,2.53,64.78704,0.06293571428571429,12.764022862798623,12.786419066354956,44.41054091539526,-0.022396203556333205,-0.02859186265421489,0.006195659097881685,12.84481880621892,12.76748,12.690141193781082,25.298210735586668,51.88866799204802,-74.70178926441334,-90.99496613013412,27.604858448134287,20.4290091930541,27.23867892407201,0.0,12.86,12.7594,12.6588,12.901581666666665,12.766471666666666,12.631361666666667,-0.005485218861015051,0.06719570503116679
2025-06-17 09:00:00-04:00,2025-06-17,09:00:00,1750165200,12.7388,12.74,12.69,12.7103,0,0.0,0.0,0.0,2.53,64.78704,0.06365000000000011,12.75575780698345,12.78078061699533,41.248900615655344,-0.02502281001187967,-0.027878052125747847,0.002855242113868176,12.841135728031105,12.762495,12.683854271968894,25.596421471173336,37.011265738900185,-74.40357852882667,-117.16874498218353,24.77911276524571,20.199753114128537,26.933004152171254,0.0,12.86,12.7594,12.6588,12.88392,12.76281,12.6417,4.720803795521533e-05,0.06691704549562379
2025-06-17 09:15:00-04:00,2025-06-17,09:15:00,1750166100,12.7188,12.73,12.69,12.71,0,0.0,0.0,0.0,2.53,64.78704,0.06436428571428594,12.74871814437061,12.775537608329008,43.77722464219056,-0.026819463958398515,-0.027666334492277983,0.000846870533879468,12.831685326225477,12.756495,12.681304673774521,25.447316103380444,25.44731610338015,-74.55268389661956,-114.5973154362421,22.359810944195115,18.86583065142596,26.63411386083649,0.0,12.86,12.7594,12.6588,12.876920000000002,12.757810000000001,12.6387,-2.3602904730801733e-05,0.0669417183628071
2025-06-17 09:30:00-04:00,2025-06-17,09:30:00,1750167000,12.649999618530273,12.795000076293945,12.300000190734863,12.34000015258789,22580893,0.0,0.0,0.0,2.53,64.78704,0.09829284896850611,12.685838453327115,12.743275574570406,19.18110203522741,-0.057437121243291145,-0.033620491842480615,-0.02381662940081053,12.929722960020076,12.732495007629394,12.535267055238712,7.142852763738899,19.395530112764227,-92.8571472362611,-413.1006278401277,24.086000696614683,12.35375438832566,45.78154651972641,-1129044.65,12.86,12.580000095367431,12.300000190734863,12.905336662216188,12.74072667366028,12.576116685104372,-0.02911092426531159,0.10629032810855844
2025-06-17 09:45:00-04:00,2025-06-17,09:45:00,1750167900,12.399800300598145,12.550000190734863,12.359999656677246,12.484999656677246,10052433,0.0,0.0,0.0,2.53,64.78704,0.10900713740757555,12.654940176919443,12.72414402509684,35.51001215497992,-0.06920384817739667,-0.04073716310946383,-0.02846668506793284,12.941117827415557,12.717244990463257,12.493372153510958,33.03563017015126,21.87526634575687,-66.96436982984875,-301.90712453398703,25.49076177788612,11.13950648704335,38.00536257525217,-1755467.65,12.86,12.580000095367431,12.300000190734863,12.901753324432374,12.724143332061768,12.546533339691162,0.011750364853840622,0.11293848973024875
2025-06-17 10:00:00-04:00,2025-06-17,10:00:00,1750168800,12.484999656677246,12.59000015258789,12.399999618530273,12.550200462341309,5472150,0.0,0.0,0.0,2.53,64.78704,0.11757860412597676,12.638826374676652,12.711259316744577,42.00348000719903,-0.07243294206792505,-0.04707631890115607,-0.025356623166768982,12.939439806059966,12.705755013580323,12.47207022110068,44.67863514717486,28.28570602702167,-55.32136485282514,-188.99769702712916,25.477472247246965,12.757420779672508,32.80479066257941,-2108283.15,12.86,12.580000095367431,12.300000190734863,12.90075671506246,12.710146669286093,12.519536623509726,0.00522233139423367,0.11061591602766292
2025-06-17 10:15:00-04:00,2025-06-17,10:15:00,1750169700,12.550100326538086,12.600000381469727,12.430000305175781,12.463299751281738,4404836,0.0,0.0,0.0,2.53,64.78704,0.1254357524326871,12.611822278769742,12.692891941525108,34.284032067277195,-0.08106966275536642,-0.053874987671998144,-0.02719467508336828,12.947753603428396,12.69142000114441,12.435086398860424,29.160645743998742,35.624970353774955,-70.83935425600126,-157.99795937949068,25.698247834981128,11.958323949121533,30.749937078910822,-2681340.45,12.86,12.580000095367431,12.300000190734863,12.900811729990643,12.69720167658488,12.493591623179118,-0.006924248845293635,0.11189585254189982
2025-06-17 10:30:00-04:00,2025-06-17,10:30:00,1750170600,12.460000038146973,12.569999694824219,12.460000038146973,12.515000343322754,3037428,0.0,0.0,0.0,2.53,64.78704,0.12972144219534762,12.596926596393281,12.679714786102712,36.650802839715936,-0.08278818970943114,-0.05965762807948475,-0.023130561629946388,12.943764117823964,12.678670018310546,12.413575918797129,38.39289746723774,37.410726119470446,-61.60710253276226,-118.62066849024197,27.568992349878894,9.911357955533763,29.73403185683436,-3102526.35,12.86,12.580000095367431,12.300000190734863,12.895728363596598,12.685118344523111,12.474508325449625,0.004148226639233199,0.11224791518681711
2025-06-17 10:45:00-04:00,2025-06-17,10:45:00,1750171500,12.510000228881836,12.585100173950195,12.380000114440918,12.394000053405762,4306466,0.0,0.0,0.0,2.53,64.78704,0.13937144644601027,12.565707128241355,12.658550731828864,30.12771566147495,-0.0928436035875091,-0.06629482318108962,-0.026548780406419475,12.952297690843407,12.660870020980834,12.369442351118261,16.78569547983426,28.113079563690246,-83.21430452016574,-131.8245007192948,31.483775432360915,6.662575546441074,31.77529999258723,-3739035.55,12.86,12.580000095367431,12.300000190734863,12.897890041910808,12.669770016886392,12.441649991861977,-0.009668420822820933,0.11486747276072821
2025-06-17 11:00:00-04:00,2025-06-17,11:00:00,1750172400,12.395000457763672,12.475000381469727,12.350000381469727,12.4399995803833,4165510,0.0,0.0,0.0,2.53,64.78704,0.14615716073172447,12.546367505493961,12.642361757647713,33.287456118529704,-0.09599425215375135,-0.07223470897562197,-0.02375954317812938,12.948273465087569,12.644870000000001,12.341466534912433,24.99989952356461,26.72616415687887,-75.00010047643539,-125.73647670963904,35.014148559361324,6.3532486969128446,31.76617077750949,-4167269.25,12.86,12.580000095367431,12.300000190734863,12.891473380966186,12.652853355941772,12.414233330917359,0.003711435112096817,0.11556394986975503
2025-06-17 11:15:00-04:00,2025-06-17,11:15:00,1750173300,12.449999809265137,12.449999809265137,12.1899995803833,12.244999885559082,7444663,0.0,0.0,0.0,2.53,64.78704,0.1604428913661414,12.50000325627321,12.612927544900407,28.165043670937635,-0.11292428862719639,-0.08037262490593686,-0.03255166372125953,12.971687005511193,12.621619994277953,12.271552983044714,8.2089956312634,16.664863544887424,-91.7910043687366,-158.8135367960089,37.52560568991847,5.787559567498971,33.38972963449108,-4967736.1,12.86,12.52499979019165,12.1899995803833,12.89005672510783,12.63143667719523,12.372816629282632,-0.01567521715448561,0.12180068675019178
2025-06-17 11:30:00-04:00,2025-06-17,11:30:00,1750174200,12.234999656677246,12.250100135803223,12.029999732971191,12.164999961853027,9115350,0.0,0.0,0.0,2.53,64.78704,0.16179292013985794,12.448464287900874,12.579747723933934,24.64464207252449,-0.13128343603306014,-0.09055478713136152,-0.040728648901698625,12.999519191463474,12.595869992370606,12.192220793277738,17.08863079117325,16.76584198200042,-82.91136920882674,-184.05610660919265,43.05333247256596,2.20741562255019,40.17481612802561,-6223970.45,12.86,12.444999866485595,12.029999732971191,12.87798509590149,12.604355007705689,12.330724919509887,-0.006533272719781769,0.11381564136837291
2025-06-17 11:45:00-04:00,2025-06-17,11:45:00,1750175100,12.164600372314453,12.199999809265137,12.069999694824219,12.125,5544975,0.0,0.0,0.0,2.53,64.78704,0.16822149974278058,12.39870055130074,12.546062707346236,23.87587833958854,-0.14736215604549585,-0.10191626091418839,-0.045445895131307465,13.015030518897575,12.565619992370605,12.116209465843635,12.17951724435753,12.492381222264727,-87.82048275564247,-161.3838709197623,49.25908920153612,2.1230593002727347,38.63953672612575,-7757453.55,12.86,12.444999866485595,12.029999732971191,12.855735099080404,12.57510499944051,12.294474899800617,-0.0032881185350150943,0.11347714029356508
2025-06-17 12:00:00-04:00,2025-06-17,12:00:00,1750176000,12.130000114440918,12.326800346374512,12.125,12.324999809265137,5337587,0.0,0.0,0.0,2.53,64.78704,0.17763581019810282,12.387361975602953,12.529687677858748,34.54953170659698,-0.14232570225579444,-0.10999814918250961,-0.03232755307328483,12.99725023391134,12.544369982833862,12.091489731756385,38.56208417013542,22.610077401888734,-61.43791582986458,-103.48442838907481,53.118062755249184,7.109277911566318,34.98329827071779,-9024057.3,12.86,12.444999866485595,12.029999732971191,12.846528469645182,12.550718335367838,12.254908201090494,0.016494829630114394,0.1253282415533949
2025-06-17 12:15:00-04:00,2025-06-17,12:15:00,1750176900,12.329400062561035,12.369999885559082,12.279999732971191,12.305000305175781,3069732,0.0,0.0,0.0,2.53,64.78704,0.17835724966866642,12.374690949383389,12.51304416877112,35.76705190348011,-0.13835321938773149,-0.11566916322355399,-0.0226840561641775,12.971285606583788,12.520619998092652,12.069954389601516,35.94777108336107,28.896457499284676,-64.05222891663894,-76.08034435177196,56.247311910327426,8.810578104879083,33.23987254243961,-10444147.65,12.86,12.444999866485595,12.029999732971191,12.82511181696574,12.527301667429606,12.229491517893473,-0.0016226778416922327,0.12529281992579938
2025-06-17 12:30:00-04:00,2025-06-17,12:30:00,1750177800,12.3100004196167,12.329999923706055,12.199999809265137,12.222700119018555,2441263,0.0,0.0,0.0,2.53,64.78704,0.18407154355730335,12.351307744711876,12.491537202122782,33.78343204812104,-0.1402294574109053,-0.12058122206102426,-0.019648235349881055,12.944808026505427,12.492755004043579,12.04070198158173,25.18958164258796,33.23314563202815,-74.81041835741205,-93.17377642697673,59.56363579956839,8.53706362432932,34.924310280738865,-11986301.15,12.86,12.444999866485595,12.029999732971191,12.808156825942993,12.500346664962768,12.192536503982543,-0.006688353036660155,0.12626369872604254
2025-06-17 12:45:00-04:00,2025-06-17,12:45:00,1750178700,12.220000267028809,12.260000228881836,12.080100059509277,12.104999542236328,4283182,0.0,0.0,0.0,2.53,64.78704,0.19406441279820033,12.313414175100252,12.462904782871934,31.33637372940386,-0.149490607771682,-0.1263630992031558,-0.02312750856852619,12.923367465710195,12.459504981155394,11.995642496600594,9.803892236097242,23.647081654015427,-90.19610776390276,-118.567876875754,62.95221115434017,8.09746854726668,37.53907468133066,-13742613.75,12.86,12.444999866485595,12.029999732971191,12.789731840057373,12.469931662139892,12.150131484222412,-0.009629670664919932,0.1284562815165959
2025-06-17 13:00:00-04:00,2025-06-17,13:00:00,1750179600,12.100700378417969,12.1899995803833,12.029999732971191,12.154999732971191,4488968,0.0,0.0,0.0,2.53,64.78704,0.17013583864484513,12.289042722465013,12.440097001397806,42.888982242525415,-0.15105427893279355,-0.13130133514908335,-0.019752943783710203,12.881019396098917,12.427254967803956,11.973490539508994,21.929799611503643,18.97442449672962,-78.07020038849636,-113.26314295284439,62.49586065340477,9.236328402609702,28.548629587144486,-15274477.95,12.82,12.424999866485596,12.029999732971191,12.753215142237346,12.437534979578654,12.121854816919962,0.0041305404895228826,0.129234479610581
2025-06-17 13:15:00-04:00,2025-06-17,13:15:00,1750180500,12.154999732971191,12.15999984741211,12.079999923706055,12.119999885559082,2345365,0.0,0.0,0.0,2.53,64.78704,0.16085011618477957,12.263036132171793,12.416386103928271,34.674199092456945,-0.15334997175647835,-0.13571106247056236,-0.017638909285915993,12.831019596787007,12.393249962081908,11.95548032737681,15.789482490057537,15.84105811255281,-84.21051750994246,-102.99627925394306,62.24189120456988,9.76953275540065,30.196714507747885,-16923610.4,12.81,12.419999866485597,12.029999732971191,12.72321346221924,12.403533307189942,12.083853152160644,-0.0028794609774585034,0.12928650505740716
