datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,60.029998779296875,62.59000015258789,56.54999923706055,62.13999938964844,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,62.13999938964844,62.13999938964844,19.816298128777987,0.0,0.0,0.0,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.0566462905107471,1.3729293278335364
2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,61.29999923706055,65.61599731445312,58.5,58.619998931884766,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,61.49999930641867,61.8047612508138,19.816298128777987,-0.2807977573144811,-0.05615955146289622,-0.22463820585158487,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.0566462905107471,1.3729293278335364
2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,60.04999923706055,62.0,52.5,52.9900016784668,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,59.95272701042742,60.9652603391617,19.816298128777987,-0.946712615798603,-0.23427016433003758,-0.7124424514685654,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.09604226127605209,1.3729293278335364
2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,50.55099868774414,51.2869987487793,45.0,47.0,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,57.59768573580425,59.635235544955826,19.816298128777987,-1.9354869252487745,-0.574513516513785,-1.3609734087349894,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.11304022435803984,1.3729293278335364
2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,51.790000915527344,54.040000915527344,49.5,51.65999984741211,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,56.51810648336931,58.8756892880469,19.816298128777987,-2.3163729414033725,-0.9228854014917025,-1.39348753991167,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,0.09914893292366189,1.3729293278335364
2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,55.16999816894531,56.880001068115234,47.720001220703125,47.869998931884766,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,54.945723292190294,57.827528301745744,19.816298128777987,-2.8907267542571233,-1.3164536720447868,-1.5742730822123365,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.07336432301048879,1.3729293278335364
2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,48.33000183105469,49.70000076293945,43.25,43.83000183105469,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,52.92468302652927,56.49443054263231,19.816298128777987,-3.630055273747132,-1.779173992385256,-1.850881281361876,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.08439517842017663,1.3729293278335364
2024-07-31 00:00:00-04:00,2024-07-31,00:00:00,1722398400,47.13999938964844,47.5,43.63999938964844,43.779998779296875,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,51.262013163396105,55.2835322794575,19.816298128777987,-4.171921960966458,-2.2577235861014966,-1.9141983748649611,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.001140840740791016,1.3729293278335364
2024-08-01 00:00:00-04:00,2024-08-01,00:00:00,1722484800,44.709999084472656,44.72999954223633,37.0,39.15999984741211,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,49.061647105944466,53.747957762119846,19.816298128777987,-4.9174650414058405,-2.789671877162365,-2.1277931642434753,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.10552761673601319,1.3729293278335364
2024-08-02 00:00:00-04:00,2024-08-02,00:00:00,1722571200,39.380001068115234,41.459999084472656,34.202999114990234,36.06999969482422,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,46.69952939483169,52.06434270809169,19.816298128777987,-5.692036241484665,-3.3701447500268253,-2.3218914914578397,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.0789070522121591,1.3729293278335364
2024-08-05 00:00:00-04:00,2024-08-05,00:00:00,1722830400,21.700000762939453,33.68899917602539,20.81999969482422,30.719999313354492,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,43.79416028910856,50.0315480990691,19.816298128777987,-6.660808166660992,-4.028277433353659,-2.632530733307333,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.148322717680461,1.3729293278335364
2024-08-06 00:00:00-04:00,2024-08-06,00:00:00,1722916800,31.559999465942383,33.16999816894531,28.614999771118164,32.119998931884766,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,41.67158549688605,48.32568627362297,19.816298128777987,-7.232229982723666,-4.6690679432276605,-2.5631620394960057,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,0.04557290526766611,1.3729293278335364
2024-08-07 00:00:00-04:00,2024-08-07,00:00:00,1723003200,33.06999969482422,34.13999938964844,26.67099952697754,27.170000076293945,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,39.03493360223294,46.31085901673449,19.816298128777987,-7.992378266036724,-5.333730007789473,-2.6586482582472506,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.15410955853666208,1.3729293278335364
2024-08-08 00:00:00-04:00,2024-08-08,00:00:00,1723089600,29.200000762939453,31.950000762939453,28.219999313354492,31.25,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.442642893110003,37.61949112909968,44.8764914913312,19.816298128777987,-8.171384724678255,-5.90126095116723,-2.270123773511025,60.62788360219964,40.0379997253418,19.44811584848396,23.283330787136034,24.64665470241835,-76.71666921286396,-43.825244279967976,53.315084789854666,8.271830704865966,41.01269801736385,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,0.1501656206201445,1.3729293278335364
2024-08-09 00:00:00-04:00,2024-08-09,00:00:00,1723176000,30.899999618530273,33.29999923706055,30.34000015258789,32.459999084472656,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,7.222642762320382,36.681401666440216,43.69396840496373,21.668574015399486,-8.121986613175316,-6.3454060835688475,-1.776580529606469,60.62788360219964,40.0379997253418,19.44811584848396,25.984462916722656,24.64665470241835,-74.01553708327734,-43.825244279967976,53.315084789854666,9.858874458498837,42.26193589673483,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,0.03871997070312494,1.3729293278335364
2024-08-12 00:00:00-04:00,2024-08-12,00:00:00,1723435200,31.829999923706055,32.900001525878906,29.780000686645508,30.979999542236328,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,6.937214442661831,35.644783098403146,42.48311422756112,22.546681167670286,-8.108788778607249,-6.6980826225765275,-1.410706156030721,60.62788360219964,40.0379997253418,19.44811584848396,24.67217040339636,24.64665470241835,-75.32782959660365,-43.825244279967976,53.315084789854666,7.148815020828221,44.57738248795508,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.04559456512567461,1.3729293278335364
2024-08-13 00:00:00-04:00,2024-08-13,00:00:00,1723521600,31.440000534057617,33.88999938964844,30.950000762939453,32.869998931884766,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,6.468642915998187,35.14027688630889,41.567579437496704,28.41201351352457,-7.855271563419777,-6.9295204107451775,-0.9257511526745992,60.62788360219964,40.0379997253418,19.44811584848396,33.416524620505875,28.024385980208297,-66.58347537949413,-43.825244279967976,53.315084789854666,8.7598398704163,41.18108268050119,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,0.06100708255568965,1.3729293278335364
2024-08-14 00:00:00-04:00,2024-08-14,00:00:00,1723608000,33.880001068115234,34.150001525878906,31.020000457763672,32.209999084472656,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,6.121500015258789,34.607499104156844,40.676381308637275,32.081412504776466,-7.619777760847995,-7.067571880765741,-0.552205880082254,60.62788360219964,40.0379997253418,19.44811584848396,31.586242251462593,29.891645758454946,-68.4137577485374,-43.825244279967976,53.315084789854666,9.559982699192197,34.76505589356505,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,-0.020079095493121257,1.3729293278335364
2024-08-15 00:00:00-04:00,2024-08-15,00:00:00,1723694400,33.0,35.16999816894531,32.310001373291016,32.63999938964844,11398075,0.0,0.0,0.0,7937520,72.3452,60.82,0.25,0.0,35.3196,73.88,9.21,0.109,34.34495,5.830071313040597,34.24977188333713,39.911011602066914,24.325051368136542,-7.314136976530179,-7.116884899918629,-0.19725207661154975,60.62788360219964,40.0379997253418,19.44811584848396,32.77870006843393,32.59382231346746,-67.22129993156607,-43.825244279967976,53.315084789854666,7.9146241748925235,36.50286227321302,-45592300.0,65.61599731445312,43.21799850463867,20.81999969482422,52.779099973042804,40.558499844868976,28.337899716695148,0.013349901192113656,1.3729293278335364
