datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,day_high,day_low,dividend_frequency,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,latest_split_ratio,split_frequency,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,244.0211920511873,246.20526801194305,235.8805370256265,244.9146728515625,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,244.9146728515625,244.9146728515625,22.24612898873326,0.0,0.0,0.0,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,-0.02634771457095275,1.4121518598338287
2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,244.0212112475411,245.21252412454604,228.93121279262667,238.46173095703125,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,243.74141068892044,244.30010695684524,22.24612898873326,-0.5147645955751443,-0.10295291911502887,-0.41181167646011546,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,-0.02634771457095275,1.4121518598338287
2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,239.59411520052961,239.99146114100412,224.4953180780474,224.9919891357422,10023264,0.0,0.14,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,240.3324249519789,242.46123859293064,22.24612898873326,-1.9867132462787254,-0.47970498454776817,-1.5070082617309573,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,-0.05648596849159082,1.4121518598338287
2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,196.28442417376004,199.46311617245595,188.93368282225177,193.3043975830078,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,231.7818745212569,237.7796346872237,22.24612898873326,-5.645093842959454,-1.5127827562301055,-4.132311086729349,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,-0.14083875463502216,1.4121518598338287
2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,206.8138372343724,212.97255567098279,204.23115668079961,211.78054809570312,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,228.14526971661076,235.303531202317,22.24612898873326,-6.973133940850914,-2.6048529931542674,-4.368280947696647,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,0.0955806010815734,1.4121518598338287
2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,223.50197784679517,223.50197784679517,208.60184599034216,215.75390625,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,225.8922945408633,233.44166215923917,22.24612898873326,-7.617192239530198,-3.607320842429454,-4.009871397100744,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,0.018761676603562982,1.4121518598338287
2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,220.72062995614536,221.91263754390047,208.80052376419656,210.38987731933594,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,223.07367322785834,231.2462540792484,22.24612898873326,-8.462890453881414,-4.578434764719846,-3.884455689161568,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,-0.024861792881972766,1.4121518598338287
2024-07-31 00:00:00-04:00,2024-07-31,00:00:00,1722398400,218.33661059602022,220.5219603245536,207.01250083638618,210.1912078857422,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,220.73140680201902,229.24101158462875,22.24612898873326,-9.044879602803576,-5.471723732336592,-3.5731558704669837,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,-0.0009442917887736435,1.4121518598338287
2024-08-01 00:00:00-04:00,2024-08-01,00:00:00,1722484800,198.27106768172075,200.35707677076775,184.86095078866276,192.11233520507812,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,215.52793923893887,225.7049471675287,22.24612898873326,-10.839967729871859,-6.545372531843645,-4.2945951980282135,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,-0.08601155520497106,1.4121518598338287
2024-08-02 00:00:00-04:00,2024-08-02,00:00:00,1722571200,193.30440078351054,197.8737658706653,173.67594894683072,176.21890258789062,10023264,0.0,0.0,0.0,3459922,116.13,107.51,3.25,63.4943,251.0,5.68,0.029,0.05,1,95.7046,23.935599003419295,208.38084166602098,220.9919905408965,22.24612898873326,-13.390695585443211,-7.914437142563559,-5.476258442879653,266.04263398049903,165.27804145812988,64.51344893576072,24.03509617683398,26.20862430451172,-75.96490382316603,-62.24443539237683,57.27499959721894,9.989787739482987,54.858335583185045,-22051180.8,246.20526801194305,163.13432415352207,80.06338029510107,205.50860476560212,165.68110946359732,125.85361416159253,-0.08272989134311137,1.4121518598338287
