datetime,date,time,timestamp,open,high,low,close,volume,Dividends,Stock Splits,average_volume,beta,book_value,calculated_asset_turnover,calculated_cashflow_to_debt,calculated_debt_to_assets,calculated_ebitda_margin,calculated_fcf_yield,calculated_net_margin,calculated_operating_margin,calculated_receivables_turnover,calculated_roa,calculated_roe,cash_per_share,current_ratio,day_high,day_low,debt_to_equity,earnings_forward,earnings_growth,earnings_quarterly_growth,earnings_ttm,ebitda,ebitda_margin,enterprise_value,eps_forward,eps_ttm,ev_to_ebitda,ev_to_revenue,fifty_day_average,fifty_two_week_high,fifty_two_week_low,float_shares,forward_pe,free_cashflow,gross_margin,gross_profits,held_percent_insiders,held_percent_institutions,market_cap,net_income,net_income_margin,net_income_ttm,operating_cashflow,operating_margin,payout_ratio,pe_ratio,price_to_book,price_to_sales,profit_margin,quarterly_accounts_payable,quarterly_accounts_receivable,quarterly_capital_expenditure,quarterly_change_in_receivables,quarterly_debt,quarterly_ebit,quarterly_ebitda,quarterly_eps,quarterly_financing_cashflow,quarterly_free_cashflow,quarterly_gross_profit,quarterly_investing_cashflow,quarterly_long_term_debt,quarterly_net_income,quarterly_operating_cashflow,quarterly_operating_expense,quarterly_operating_income,quarterly_research_development,quarterly_revenue,quarterly_selling_general_admin,quarterly_total_assets,quarterly_total_equity,quarterly_total_liabilities,quick_ratio,return_on_assets,return_on_equity,revenue_growth,revenue_per_share,shares_outstanding,shares_percent_shares_out,shares_short,shares_short_prior_month,short_percent_of_float,short_ratio,total_cash,total_debt,total_revenue,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,28.93000030517578,28.969999313354492,27.690000534057617,28.459999084472656,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,28.459999084472656,28.459999084472656,53.15385277877996,0.0,0.0,0.0,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,0.01229797585133019,0.5567531572849665
2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,28.34000015258789,29.190000534057617,28.309999465942383,28.809999465942383,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,28.523635517467152,28.49333245413644,53.15385277877996,0.02792025835086065,0.00558405167017213,0.02233620668068852,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,0.01229797585133019,0.5567531572849665
2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,28.440000534057617,28.684999465942383,26.579999923706055,26.600000381469727,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,28.173883674558528,28.313015113882468,53.15385277877996,-0.12681929820797322,-0.02089661830545694,-0.10592267990251628,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,-0.07670944552030268,0.5567531572849665
2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,26.040000915527344,27.288000106811523,25.420000076293945,26.6299991607666,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,27.893177399323633,28.152727880252385,53.15385277877996,-0.24421569433485857,-0.06556043351133727,-0.1786552608235213,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,0.0011277736416039907,0.5567531572849665
2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,27.0,27.34000015258789,26.770000457763672,27.18000030517578,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,27.763508836751296,28.06008715881652,53.15385277877996,-0.2895351077653281,-0.11035536836213544,-0.17917973940319265,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,0.020653442048150117,0.5567531572849665
2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,27.559999465942383,27.799999237060547,26.729999542236328,27.079999923706055,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,27.639234488924888,27.966745517377426,53.15385277877996,-0.32971946372963146,-0.15422818743563466,-0.1754912762939968,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,-0.003679189858238674,0.5567531572849665
2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,27.25,27.440000534057617,25.889999389648438,26.3700008392334,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,27.408464734435526,27.814674595649425,53.15385277877996,-0.41408355034073807,-0.20619926001665534,-0.20788429032408273,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,-0.02621857778703751,0.5567531572849665
2024-07-31 00:00:00-04:00,2024-07-31,00:00:00,1722398400,27.020000457763672,27.389999389648438,26.8799991607666,26.889999389648438,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,27.3141983081106,27.726610290315996,53.15385277877996,-0.4339805024919414,-0.2517555085117126,-0.18222499398022884,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,0.019719322482591117,0.5567531572849665
2024-08-01 00:00:00-04:00,2024-08-01,00:00:00,1722484800,27.020000457763672,27.53499984741211,25.829999923706055,26.079999923706055,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,27.089798601855225,27.569790255400765,53.15385277877996,-0.5092389779278363,-0.30325220239493733,-0.205986775532899,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,-0.030122703024463404,0.5567531572849665
2024-08-02 00:00:00-04:00,2024-08-02,00:00:00,1722571200,24.75,24.8700008392334,23.75,24.739999771118164,49323377,0.0,0.0,85556088,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.8538,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.96365,1.9041429247174944,26.662562450812125,27.300286399754803,53.15385277877996,-0.6692934768042491,-0.37646045727679966,-0.29283301952744945,32.403867552775175,27.95999994277954,23.5161323327839,98.8336487659256,92.24845034225098,-1.1663512340744009,146.81324295632922,30.217677779588154,21.333183557793923,35.18643119471512,59188052.4,32.75,26.989999771118164,21.229999542236328,31.42860050201416,27.949300003051757,24.469999504089355,-0.05138037409922935,0.5567531572849665
