datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,latest_split_ratio,market_cap,pe_ratio,price_to_book,shares_outstanding,split_frequency,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,478.4596047339432,480.63731629456043,475.02895492028443,479.61309814453125,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,479.61309814453125,479.61309814453125,34.07128439395362,0.0,0.0,0.0,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.0035246967382588368,0.22904249637668778
2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,478.70818219510636,481.711222098695,477.44532075160106,477.922607421875,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,479.3057361949574,479.4520990280878,34.07128439395362,-0.13485396078169742,-0.026970792156339487,-0.10788316862535793,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.0035246967382588368,0.22904249637668778
2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,471.16079869456667,471.528717297058,459.91427596321586,460.7793884277344,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,475.93730932818954,477.6737456375779,34.07128439395362,-1.6065222092369709,-0.3428810755724658,-1.263641133664505,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.03587028261043912,0.22904249637668778
2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,461.1174535277628,465.3137707270473,453.07286088445005,455.6980285644531,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,472.25744009841924,475.5808202020422,34.07128439395362,-3.1465813421717144,-0.9036211288923156,-2.2429602132793987,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.011027749918718799,0.22904249637668778
2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,460.0534927341151,463.31508338468535,457.18965111970095,460.3717041015625,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,470.0963971898998,474.1323329543775,34.07128439395362,-3.944493083337875,-1.5117955197814275,-2.4326975635564474,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.01025608022012392,0.22904249637668778
2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,463.09628706239494,465.28395213993576,459.029245012775,461.29644775390625,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,468.49640638335546,472.9098676971897,34.07128439395362,-4.450917397359888,-2.0996198952971197,-2.351297502062768,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.0020086891616164504,0.22904249637668778
2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,463.23553247764164,463.9415392726155,451.601183838147,454.96221923828125,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,466.03564508425103,471.2005678439603,34.07128439395362,-5.302260460619436,-2.740148008361583,-2.5621124522578533,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.01373136200477354,0.22904249637668778
2024-07-31 00:00:00-04:00,2024-07-31,00:00:00,1722398400,465.24415580334147,470.136556507845,463.7923582974386,468.42620849609375,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,466.4702929773133,470.93634314416346,34.07128439395362,-4.834792088354845,-3.159076824360236,-1.6757152639946096,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.029593642479488702,0.22904249637668778
2024-08-01 00:00:00-04:00,2024-08-01,00:00:00,1722484800,469.1123586647078,472.88106625944,453.4209217182828,457.08026123046875,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,464.76301447788694,469.6167162952401,34.07128439395362,-5.318534403771764,-3.590968340242542,-1.7275660635292223,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.024221418571031217,0.22904249637668778
2024-08-02 00:00:00-04:00,2024-08-02,00:00:00,1722571200,448.3594800526302,451.0244317783743,441.975497731278,446.2314758300781,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,461.39364381464895,467.38955053665325,34.07128439395362,-6.502354889058097,-4.1732456500056525,-2.3291092390524444,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.02373496805831321,0.22904249637668778
2024-08-05 00:00:00-04:00,2024-08-05,00:00:00,1722830400,422.3263980215451,439.80775104852285,421.0734901358925,432.92657470703125,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,456.21781306780935,464.10736236240353,34.07128439395362,-8.417108294593163,-5.022018178923155,-3.3950901156700084,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.02981614216768813,0.22904249637668778
2024-08-06 00:00:00-04:00,2024-08-06,00:00:00,1722916800,434.77618316717894,444.560955352684,432.12115442270476,437.0632629394531,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,452.7351675899264,461.5317338459321,34.07128439395362,-9.491357533442113,-5.9158860498269465,-3.575471483615166,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.009555172803197065,0.22904249637668778
2024-08-07 00:00:00-04:00,2024-08-07,00:00:00,1723003200,443.9841191504798,446.48004178978715,431.9321460404266,432.32989501953125,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,449.0251180316727,458.7506063386558,34.07128439395362,-10.602432782181438,-6.853195396297846,-3.7492373858835926,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,-0.010829937725920447,0.22904249637668778
2024-08-08 00:00:00-04:00,2024-08-08,00:00:00,1723089600,438.5846605004165,446.4701481091998,434.6966007393999,445.5553283691406,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.025771584113825,448.39424718393957,457.493913198702,34.07128439395362,-10.297087564191486,-7.541973829876575,-2.755113734314911,484.0164209648104,456.5611846923828,429.10594841995527,40.373934579654524,46.06454283682094,-59.626065420345476,92.4491007513092,35.960659141464625,8.724507868957824,40.86370991653888,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.030591068306788927,0.22904249637668778
2024-08-09 00:00:00-04:00,2024-08-09,00:00:00,1723176000,444.2327553866296,449.5229052813701,443.1090924201045,447.8821716308594,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.083303833184507,448.30114253792493,456.57850923985984,35.47566624173143,-9.754894126778026,-7.984557889256866,-1.7703362375211604,484.0164209648104,456.5611846923828,429.10594841995527,44.21122068254856,46.06454283682094,-55.78877931745144,92.4491007513092,35.960659141464625,10.352802073887526,40.684016685620605,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.0052223441479999355,0.22904249637668778
2024-08-12 00:00:00-04:00,2024-08-12,00:00:00,1723435200,448.85669431082493,451.819950339773,446.032606438406,448.84674072265625,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,13.191978301346873,448.40034220787607,455.84215033345953,36.60194027306921,-9.14198613143293,-8.21604353769208,-0.9259425937408494,484.0164209648104,456.5611846923828,429.10594841995527,53.608473248259735,46.06454283682094,-46.39152675174026,92.4491007513092,35.960659141464625,10.929790871611134,40.34886499153639,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.002153622432178093,0.22904249637668778
2024-08-13 00:00:00-04:00,2024-08-13,00:00:00,1723521600,453.2618158781612,460.25236030606055,453.1225870317293,459.9838562011719,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,12.720356024542955,450.50643566120254,456.2365985113369,49.61194173826521,-7.669174517062345,-8.106669733566132,0.43749521650378753,484.0164209648104,456.5611846923828,429.10594841995527,75.1055520769556,57.64174866925463,-24.894447923044392,92.4491007513092,35.960659141464625,16.070074090799253,32.00064543621785,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.024812735546624554,0.22904249637668778
2024-08-14 00:00:00-04:00,2024-08-14,00:00:00,1723608000,460.9086473063912,462.4996433312895,455.8273104369874,460.1330261230469,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,12.322600528236162,452.2567248360833,456.60768685530934,52.272738646472064,-6.415964688479221,-7.768528724548751,1.3525640360695297,484.0164209648104,456.5611846923828,429.10594841995527,75.39348278716538,68.03583603746024,-24.606517212834618,92.4491007513092,35.960659141464625,17.891441411197466,29.067918868300357,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.0003242938200200829,0.22904249637668778
2024-08-15 00:00:00-04:00,2024-08-15,00:00:00,1723694400,466.1291778697952,472.1551647736111,465.7513056965685,471.7574157714844,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,12.637249373259875,455.8023050061562,458.0505181806593,55.446657539438185,-4.433686991127331,-7.101560377864467,2.667873386737136,484.0164209648104,456.5611846923828,429.10594841995527,97.83110777992006,82.77671421468035,-2.168892220079941,92.4491007513092,35.960659141464625,22.903488499583407,28.3441706198479,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.02526310651156982,0.22904249637668778
2024-08-16 00:00:00-04:00,2024-08-16,00:00:00,1723780800,469.9675051799041,473.7362430218691,469.00294790677754,472.3639831542969,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,12.528577086683502,458.813519214909,459.41370532100575,55.310615842888446,-2.78170693000186,-6.237589688291946,3.4558827582900857,484.0164209648104,456.5611846923828,429.10594841995527,97.39424965014007,90.2062800724085,-2.6057503498599406,92.4491007513092,35.960659141464625,22.88106314951902,28.59002661858248,-20050926.8,481.711222098695,451.39235611729373,421.0734901358925,479.76356825949625,456.82403374113744,433.88449922277863,0.001285761203818181,0.22904249637668778
2024-08-19 00:00:00-04:00,2024-08-19,00:00:00,1724040000,472.50319874728297,478.6087232124328,470.71328274774055,478.5689392089844,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,12.211083160270912,462.40541375928626,461.23801331033707,61.341453938195244,-0.9607379440737986,-5.182219339448317,4.221481395374519,483.78301887107483,456.5089767456055,429.23493462013613,99.93085279867472,98.38540340957827,-0.06914720132527821,120.67257946832254,35.960659141464625,26.32613251480698,24.988346126020712,-10025463.4,481.711222098695,451.39235611729373,421.0734901358925,479.8691357653676,456.70089333796716,433.5326509105667,0.013135963528067451,0.22904249637668778
2024-08-20 00:00:00-04:00,2024-08-20,00:00:00,1724126400,477.6541274799854,480.22958792597717,475.86421145074115,477.56463623046875,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,11.439014532104645,465.161636026774,462.79292977892106,54.98751489019232,0.39678040210304744,-4.066419391138044,4.463199793241092,483.7063577035495,456.49107818603517,429.27579866852085,95.49505157529998,97.60671800803827,-4.504948424700015,133.57423915789374,35.960659141464625,25.246761825858794,26.67491781971984,0.0,480.22958792597717,450.6515390309348,421.0734901358925,479.82207136709883,456.64388142688415,433.46569148666947,-0.00209855445314866,0.22904249637668778
2024-08-21 00:00:00-04:00,2024-08-21,00:00:00,1724212800,478.3501789552792,481.65155331963393,476.6299076990374,479.79205322265625,50127317,0.0,0.0,0.0,45274670,357.774,564.7262,560.0,21.25,0.58,531.7478,564.73,402.39,0.591,2.0,220631302144,33.7459,1.5687557,393100000,1,506.98035,10.407693180636025,467.8217118805707,464.4118939164196,63.765638988154684,1.6335271239591407,-2.9264300881186074,4.559957212077748,486.5500791793872,457.44171142578125,428.3333436721753,96.93040681849209,97.45210373082227,-3.069593181507914,130.72092146724196,35.960659141464625,28.72442201118874,22.20022042552559,15038195.1,481.65155331963393,451.36252172776324,421.0734901358925,479.2875883258479,457.40806696943946,435.52854561303104,0.004664116274959218,0.22904249637668778
