,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,latest_split_ratio,market_cap,pe_ratio,price_to_book,shares_outstanding,split_frequency,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,215.21816195738708,218.15457423797255,212.94418565280117,217.79864501953125,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,217.79864501953125,217.79864501953125,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,216.7308477122683,221.21949587328,216.5627570540556,220.11216735839844,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,218.2192854447798,218.01898048037575,,0.18455448857059764,0.03691089771411953,0.1476435908564781,,,,,,,,,,,,,,,,,,0.010622299044421135,
2,2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,218.56983055533013,221.32827059512357,215.2577111264341,215.38624572753906,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,217.70418731437238,217.76824383724843,,-0.04995132129104718,0.019538453913086187,-0.06948977520413337,,,,,,,,,,,,,,,,,,-0.02147051518130927,
3,2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,215.97945097242717,221.48646466253123,215.7322783311023,218.0754852294922,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,217.77169602621234,217.79750492222405,,-0.01858547049928916,0.01191366903061112,-0.030499139529900278,,,,,,,,,,,,,,,,,,0.012485660320924019,
4,2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,221.36778539905868,222.8409395984583,219.192669429461,221.68417358398438,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,218.4830555821709,218.16766384239168,,0.29407328954491163,0.06834559313347122,0.22572769641144041,,,,,,,,,,,,,,,,,,0.016547886392157096,
5,2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,222.16865977055141,222.87062161163712,218.2732165960312,219.22235107421875,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,218.6174729443614,218.26811024542283,,0.33929789233846464,0.1225360529744699,0.21676183936399473,,,,,,,,,,,,,,,,,,-0.011105089145360125,
6,2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,220.20115398893736,221.92148092608628,218.60936164707672,220.0528564453125,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,218.87845176271614,218.43808607398375,,0.437114771510835,0.18545179668174294,0.25166297482909206,,,,,,,,,,,,,,,,,,0.003788415583648952,
7,2024-07-31 00:00:00-04:00,2024-07-31,00:00:00,1722398400,221.179949535739,226.04430479059852,219.46950417715593,221.3282470703125,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,219.32386909137,218.71333950220554,,0.6105111253180837,0.2704636624090111,0.3400474629090726,,,,,,,,,,,,,,,,,,0.005795837625570455,
8,2024-08-01 00:00:00-04:00,2024-08-01,00:00:00,1722484800,221.2392716402299,222.34660014376547,212.62777097184187,214.13058471679688,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,218.37963556872032,218.27688666549994,,0.16523308229042755,0.2494175463852944,-0.08418446409486685,,,,,,,,,,,,,,,,,,-0.03252030614614243,
9,2024-08-02 00:00:00-04:00,2024-08-02,00:00:00,1722571200,206.4880352214876,208.80156757540584,204.64907012539896,206.55723571777344,27390069,0.0,0.0,0.0,32261601,218.694,224.41,221.25,25.5,1.2,212.5696,244.98,171.73,0.576,2.0,62232895488,17.923782,1.0125105,281049984,1,215.94205,,216.2301083230936,217.16072943238314,,-0.7896562799159028,0.041602781125054944,-0.8312590610409578,,,,,,,,,,,,,,,,,,-0.035367899494786026,
