,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,market_cap,pe_ratio,price_to_book,shares_outstanding,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,88.9463757891668,89.37232946430163,88.35585178892873,88.8592529296875,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.8592529296875,88.8592529296875,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,88.60755961144564,88.68500708340831,87.339388647696,87.44587707519531,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.602275501598,88.72464570545014,,-0.11274793141248551,-0.022549586282497106,-0.09019834512998841,,,,,,,,,,,,,,,,,,-0.015905781422791865,
2,2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,87.67820313071874,88.23968616627965,86.85534413628451,87.4555435180664,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.39377877731951,88.60377883046122,,-0.1990272163480853,-0.057845112295614745,-0.14118210405247056,,,,,,,,,,,,,,,,,,0.00011054200831872585,
3,2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,87.51364473547713,89.24649320398954,87.09737379180324,88.96575164794922,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.49777384470673,88.63825243212675,,-0.14388438687565497,-0.0750529672116228,-0.06883141966403217,,,,,,,,,,,,,,,,,,0.017268295057486505,
4,2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,88.73341390017183,89.62403767336474,88.41394861659259,89.24649047851562,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.63390414176288,88.69617986511616,,-0.07664648685205577,-0.0753716711397094,-0.001274815712346375,,,,,,,,,,,,,,,,,,0.003155583192028022,
5,2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,89.25616489770017,89.3239295887069,87.64917048848453,88.4817123413086,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.60623290531665,88.67575438665831,,-0.08410169878338536,-0.0771176766684446,-0.006984022114940758,,,,,,,,,,,,,,,,,,-0.00856927967818677,
6,2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,88.47202689895774,90.1371105545062,88.36553847546588,89.85636901855469,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.83353038045084,88.78819387541036,,0.020674969241994745,-0.05755914748635673,0.07823411672835148,,,,,,,,,,,,,,,,,,0.015536054184208226,
7,2024-07-31 00:00:00-04:00,2024-07-31,00:00:00,1722398400,91.07614185387496,91.13422376343087,90.16615254658049,90.23391723632812,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,89.08814617242851,88.92588181454538,,0.13264714567408475,-0.019517888854268434,0.1521650345283532,,,,,,,,,,,,,,,,,,0.004201685666771926,
8,2024-08-01 00:00:00-04:00,2024-08-01,00:00:00,1722484800,90.03063192727642,90.4856266251957,87.38779399836977,87.84278869628906,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.86171754040315,88.82273008899716,,0.02811768930666858,-0.009990773222081032,0.03810846252874961,,,,,,,,,,,,,,,,,,-0.026499221282575536,
9,2024-08-02 00:00:00-04:00,2024-08-02,00:00:00,1722571200,86.8359875745301,87.31034780154769,84.71591657392722,85.57749938964844,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,88.26458696753865,88.513660498583,,-0.2348058772010546,-0.05495379401787575,-0.17985208318317886,,,,,,,,,,,,,,,,,,-0.025787993986310265,
10,2024-08-05 00:00:00-04:00,2024-08-05,00:00:00,1722830400,83.73815718477185,84.39644588350599,82.74104504973272,83.68975067138672,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,87.43279855005648,88.0542405150405,,-0.5887139153552994,-0.1617058182853605,-0.4270080970699389,,,,,,,,,,,,,,,,,,-0.022058937591369565,
11,2024-08-06 00:00:00-04:00,2024-08-06,00:00:00,1722916800,83.99954885621327,85.15155614079468,83.67040813821764,84.20285034179688,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,86.84553523946383,87.68744145092207,,-0.8183522744992331,-0.29303510952813505,-0.525317164971098,,,,,,,,,,,,,,,,,,0.006130973820496655,
12,2024-08-07 00:00:00-04:00,2024-08-07,00:00:00,1723003200,85.2289938254585,86.10025942852948,84.49325760666551,84.54166412353516,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,,86.42664958202225,87.38784361021855,,-0.9619145359747563,-0.4268109948174593,-0.535103541157297,,,,,,,,,,,,,,,,,,0.004023780434545543,
13,2024-08-08 00:00:00-04:00,2024-08-08,00:00:00,1723089600,84.78368734917012,86.47781214660118,84.78368734917012,86.36164093017578,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,1.8842816129954312,86.41482982714108,87.29011002164305,41.645122316611854,-0.9182467672452077,-0.525098149303009,-0.3931486179421987,,,,43.13736194529068,,-56.86263805470932,,,20.000088811857573,36.733943781347186,,,,,,,,0.021527572534900896,
14,2024-08-09 00:00:00-04:00,2024-08-09,00:00:00,1723176000,86.2357867972365,86.92311648309504,85.68398649248824,86.55525207519531,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,1.9001853497978527,86.44036114496912,87.22012355055278,42.39133611554264,-0.8581250135980412,-0.5917035221620155,-0.26642149143602567,,,,45.44412975786622,,-54.55587024213378,,,21.506609800710656,36.42649641908032,,,,,,,,0.0022418650564557385,
15,2024-08-12 00:00:00-04:00,2024-08-12,00:00:00,1723435200,87.05864100902356,87.54267659622244,84.70622775980509,86.98119354248047,15199651,0.0,0.0,0.0,17992370,52.115,86.17,84.895,26.75,3.5,85.1882,97.92,74.49,0.718,15859089408,15.871292,1.6323515,186424000,88.04895,1.994227103685413,86.53869430815298,87.19736831168875,48.358380649122495,-0.767263636414711,-0.6268155450125547,-0.1404480914021563,,,,50.518982585555875,46.36682476290426,-49.481017414444125,,,20.492422749448277,34.570102197250684,,,,,,,,0.00492103548973688,
