,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,latest_split_ratio,market_cap,shares_outstanding,split_frequency,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2023-07-24 00:00:00-04:00,2023-07-24,00:00:00,1690171200,24.589380142675992,24.60812962294901,24.537819965949616,24.5987548828125,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.5987548828125,24.5987548828125,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2023-07-25 00:00:00-04:00,2023-07-25,00:00:00,1690257600,24.584694394935113,24.612816828128896,24.50500999543862,24.551883697509766,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.59023284912109,24.594290960402716,,-0.0037390119329856475,-0.0007478023865971295,-0.002991209546388518,,,,,,,,,,,,,,,,,,-0.0019054291782664157,
2,2023-07-26 00:00:00-04:00,2023-07-26,00:00:00,1690344000,24.542508835304623,24.580006008726556,24.495635133466088,24.56125831604004,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.584964752197262,24.591144994272938,,-0.005877994596772851,-0.001773840828632274,-0.0041041537681405765,,,,,,,,,,,,,,,,,,0.0003818288912480483,
3,2023-07-27 00:00:00-04:00,2023-07-27,00:00:00,1690430400,24.52844635110788,24.54719404282549,24.350329869424577,24.37845230102539,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.547417033802375,24.57088854729698,,-0.02206966603428029,-0.005833005869761877,-0.016236660164518413,,,,,,,,,,,,,,,,,,-0.007442860323457645,
4,2023-07-28 00:00:00-04:00,2023-07-28,00:00:00,1690516800,24.41126155253092,24.47219467163086,24.392512075246984,24.47219467163086,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.53374024068028,24.561489130566873,,-0.0270259184679702,-0.010071588389403544,-0.016954330078566657,,,,,,,,,,,,,,,,,,0.0038452962250408174,
5,2023-07-31 00:00:00-04:00,2023-07-31,00:00:00,1690776000,24.467511888797713,24.51438380103256,24.430012928570765,24.4815731048584,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.52425530689448,24.5538780804994,,-0.029852897428142455,-0.014027850197151328,-0.015825047230991127,,,,,,,,,,,,,,,,,,0.00038322812291169406,
6,2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,1690862400,24.39834681886184,24.407750906562626,24.323115910901866,24.337221145629883,1371804,0.0,0.0815,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.490249095755463,24.5332440867023,,-0.043242819031373614,-0.019870843963995785,-0.02337197506737783,,,,,,,,,,,,,,,,,,-0.005896351456266102,
7,2023-08-02 00:00:00-04:00,2023-08-02,00:00:00,1690948800,24.290203094482422,24.304308329555205,24.205568096752984,24.290203094482422,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.453877095524,24.510097325538503,,-0.05699143041853105,-0.02729496125490284,-0.02969646916362821,,,,,,,,,,,,,,,,,,-0.0019319400052336677,
8,2023-08-03 00:00:00-04:00,2023-08-03,00:00:00,1691035200,24.186759102046317,24.196163189658584,24.130336370019013,24.144441604614258,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.397616097176773,24.475272971164763,,-0.0787413567037234,-0.03758424034466695,-0.041157116359056445,,,,,,,,,,,,,,,,,,-0.006000834546388556,
9,2023-08-04 00:00:00-04:00,2023-08-04,00:00:00,1691121600,24.229082892035755,24.384247687466722,24.229082892035755,24.37484359741211,1371804,0.0,0.0,0.0,3745165,26.7,26.65,29.75,3.09,26.4408,53.11,25.68,0.105,2.0,3092211968,115900000,1,26.3563,,24.393475642674105,24.465708268902606,,-0.07650491369310686,-0.045368375014354936,-0.03113653867875192,,,,,,,,,,,,,,,,,,0.009542651537396418,
