,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2023-07-24 00:00:00-04:00,2023-07-24,00:00:00,1690171200,44.587694856494814,44.60656838681771,44.56882132617192,44.597129821777344,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.597129821777344,44.597129821777344,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2023-07-25 00:00:00-04:00,2023-07-25,00:00:00,1690257600,44.587695703174234,44.60656923385552,44.53107511113037,44.55938720703125,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.59026752818714,44.59353528703962,,-0.003010806874328864,-0.0006021613748657729,-0.002408645499463091,,,,,,,,,,,,,,,,,,-0.000846301430090346,
2,2023-07-26 00:00:00-04:00,2023-07-26,00:00:00,1690344000,44.55938414076042,44.63487465853293,44.531072046807786,44.61600112915039,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.594946364725914,44.59567489105017,,-0.0008191796481469282,-0.000645565029522004,-0.00017361461862492418,,,,,,,,,,,,,,,,,,0.001270527394286125,
3,2023-07-27 00:00:00-04:00,2023-07-27,00:00:00,1690430400,44.61600483257578,44.625443397929345,44.493332281043116,44.52164077758789,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.581618076155365,44.58862402310139,,-0.006620078901583781,-0.0018404678039343595,-0.004779611097649422,,,,,,,,,,,,,,,,,,-0.0021149441719205964,
4,2023-07-28 00:00:00-04:00,2023-07-28,00:00:00,1690516800,44.56882132617192,44.597129821777344,44.54051283056649,44.597129821777344,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.58443839354118,44.589434099165764,,-0.005067582439430396,-0.002485890731033567,-0.0025816917083968287,,,,,,,,,,,,,,,,,,0.0016955584491273878,
5,2023-07-31 00:00:00-04:00,2023-07-31,00:00:00,1690776000,44.6065715682935,44.663192163300536,44.6065715682935,44.63488006591797,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.59360960670059,44.593762286475496,,-0.0007820733431671556,-0.002145127253460285,0.0013630539102931294,,,,,,,,,,,,,,,,,,0.0008464725037571341,
6,2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,1690862400,44.60656923385552,44.61600419931721,44.53107511113037,44.55938720703125,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.58738735221525,44.59048846938557,,-0.0034377905909792617,-0.0024036599209640804,-0.0010341306700151812,,,,,,,,,,,,,,,,,,-0.0016913422591307015,
7,2023-08-02 00:00:00-04:00,2023-08-02,00:00:00,1690948800,44.559385614967894,44.578259144974844,44.483891494940075,44.54051208496094,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.57886457635083,44.58572881372608,,-0.006985011385147288,-0.0033199302138007224,-0.003665081171346566,,,,,,,,,,,,,,,,,,-0.00042359474071340664,
8,2023-08-03 00:00:00-04:00,2023-08-03,00:00:00,1691035200,44.512201840213194,44.587695963378906,44.47445837838826,44.49333190917969,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.56331318231971,44.57692910853118,,-0.013448232452766717,-0.005345590661593921,-0.008102641791172796,,,,,,,,,,,,,,,,,,-0.0010592643320143091,
9,2023-08-04 00:00:00-04:00,2023-08-04,00:00:00,1691121600,44.606567126279515,44.691496210453614,44.58769359648996,44.67262268066406,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.58318763656413,44.58604278206765,,-0.004056355706957504,-0.005087743670666637,0.0010313879637091333,,,,,,,,,,,,,,,,,,0.004029609916612831,
10,2023-08-07 00:00:00-04:00,2023-08-07,00:00:00,1691380800,44.70092673157484,44.74810875147929,44.68205320366158,44.710365295410156,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.60631084726341,44.59788302143361,,0.006358985434978592,-0.0027983978495375915,0.009157383284516183,,,,,,,,,,,,,,,,,,0.0008448712540540804,
11,2023-08-08 00:00:00-04:00,2023-08-08,00:00:00,1691467200,44.719800259488096,44.75754731531461,44.70092673157484,44.710365295410156,1090365,0.0,0.0,0.0,1560363,50.14,50.11,7.75,2.74,49.9624,50.3,48.28,0.426,49.3395,,44.62522983783554,44.60859561895519,,0.01444668592583298,0.0006506189055365229,0.013796067020296458,,,,,,,,,,,,,,,,,,0.0,
