,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,market_cap,pe_ratio,price_to_book,shares_outstanding,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2023-07-24 00:00:00-04:00,2023-07-24,00:00:00,1690171200,106.23060060588625,106.8611370970002,106.16269713151544,106.51191711425781,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.51191711425781,106.51191711425781,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2023-07-25 00:00:00-04:00,2023-07-25,00:00:00,1690257600,105.55154701794406,106.46339991857155,105.33813400708037,106.3760986328125,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.48722284490411,106.49898202078683,,-0.010834522736388408,-0.002166904547277682,-0.008667618189110726,,,,,,,,,,,,,,,,,,-0.0012751482193266162,
2,2023-07-26 00:00:00-04:00,2023-07-26,00:00:00,1690344000,106.74471886339396,107.2297457535034,106.57981149697828,107.12303924560547,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.60282582684981,106.55841604219813,,0.04038536756743838,0.006343549875665531,0.03404181769177285,,,,,,,,,,,,,,,,,,0.007021695873348888,
3,2023-07-27 00:00:00-04:00,2023-07-27,00:00:00,1690430400,107.16184349053282,107.16184349053282,105.92987103127787,106.20149230957031,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.52985609643534,106.52442330575738,,0.006540963448642856,0.006383032590260997,0.00015793085838185922,,,,,,,,,,,,,,,,,,-0.00860269595154306,
4,2023-07-28 00:00:00-04:00,2023-07-28,00:00:00,1690516800,107.04543494942507,107.06484016986946,106.45370154156451,106.86112976074219,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.59008767176385,106.5564905871845,,0.032570802896927376,0.011620586651594274,0.0209502162453331,,,,,,,,,,,,,,,,,,0.006211188155897718,
5,2023-07-31 00:00:00-04:00,2023-07-31,00:00:00,1690776000,106.99694056198119,107.27824966026985,106.70592145219675,107.11334228515625,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.68522487419884,106.60952408222943,,0.07271289212852139,0.023839047746979695,0.048873844381541694,,,,,,,,,,,,,,,,,,0.0023601895748130985,
6,2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,1690862400,106.93871932526216,107.79237132990242,106.76410936076051,107.4334487915039,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.82126558643611,106.68799310216032,,0.12887017175215476,0.04484527254801471,0.08402489920414005,,,,,,,,,,,,,,,,,,0.0029884839695830667,
7,2023-08-02 00:00:00-04:00,2023-08-02,00:00:00,1690948800,106.82233177466107,107.28795347443157,106.12389182408181,106.30819702148438,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.72798039280852,106.65182204685784,,0.08163576049561527,0.05220337013753482,0.02943239035808045,,,,,,,,,,,,,,,,,,-0.010473942544684589,
8,2023-08-03 00:00:00-04:00,2023-08-03,00:00:00,1691035200,105.9201638067015,106.17237243512132,105.47394000150996,105.63884735107422,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.52995620340228,106.55534826630702,,-0.009696994230921518,0.03982329726384356,-0.04952029149476508,,,,,,,,,,,,,,,,,,-0.006296312882391186,
9,2023-08-04 00:00:00-04:00,2023-08-04,00:00:00,1691121600,106.0462866437772,106.12389272804116,104.83371933061612,104.99862670898438,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.25153265896265,106.40708907037153,,-0.13221522087306425,0.0054155936364619975,-0.13763081450952624,,,,,,,,,,,,,,,,,,-0.006060465994693898,
10,2023-08-07 00:00:00-04:00,2023-08-07,00:00:00,1691380800,105.39635530918062,106.43431266244902,105.34784965491835,106.28880310058594,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.25830910289415,106.39582373991576,,-0.12377850428690351,-0.020423225948211103,-0.1033552783386924,,,,,,,,,,,,,,,,,,0.012287554914193644,
11,2023-08-08 00:00:00-04:00,2023-08-08,00:00:00,1691467200,105.63885697866833,106.00747474674584,104.9210192614972,105.80376434326172,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.17566460114278,106.3394371307106,,-0.15445051034596702,-0.04722868282776228,-0.10722182751820473,,,,,,,,,,,,,,,,,,-0.0045634040762054795,
12,2023-08-09 00:00:00-04:00,2023-08-09,00:00:00,1691553600,105.81346315777522,106.22088395012962,105.34783410871114,105.74555969238281,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,,106.09746370864097,106.28287737467939,,-0.18136427060086646,-0.07405580038238313,-0.10730847021848333,,,,,,,,,,,,,,,,,,-0.0005501189039935905,
13,2023-08-10 00:00:00-04:00,2023-08-10,00:00:00,1691640000,105.89107270285857,106.65740866557617,105.22173323568282,105.45454406738281,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,1.0691402242006396,105.98056922841221,106.20398848827018,43.039495359395715,-0.2235986423606846,-0.10396436877804344,-0.11963427358264117,,,,20.983364617280113,,-79.0166353827199,,,16.396558606158397,25.599501937348677,,,,,,,,-0.002752036358279031,
14,2023-08-11 00:00:00-04:00,2023-08-11,00:00:00,1691726400,105.2314398092567,105.90077190072063,105.17323154844705,105.62915802001953,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,1.0712188232569844,105.91667628143172,106.14924272938917,44.319537491887154,-0.24021079902928477,-0.13121365482829173,-0.10899714420099305,,,,26.885172355359472,,-73.11482764464053,,,16.364742631209005,25.873236412673922,,,,,,,,0.001655821986439543,
15,2023-08-14 00:00:00-04:00,2023-08-14,00:00:00,1691985600,105.55154437885325,105.72615434692845,105.25083008974921,105.66795349121094,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,1.02132890539997,105.87145395593703,106.10340565908648,45.3855408509242,-0.24739378106457366,-0.15444968007554813,-0.09294410098902553,,,,28.19642731879433,25.354988097144638,-71.80357268120568,,,17.164128276034628,21.37035498097369,,,,,,,,0.00036727994351770654,
16,2023-08-15 00:00:00-04:00,2023-08-15,00:00:00,1692072000,104.97922459493826,105.09562631565005,104.2031785858845,104.31958770751953,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,1.0649808900167943,105.58929645622474,105.93351823512772,33.05976617245703,-0.3577641140526282,-0.19511256687096418,-0.16265154718166402,,,,3.243323218822622,19.441640964325476,-96.75667678117738,,,11.320692827807715,27.521044333358464,,,,,,,,-0.012760404068992925,
17,2023-08-16 00:00:00-04:00,2023-08-16,00:00:00,1692158400,104.12557205946368,104.95981892530538,103.65024776643585,103.73755645751953,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,1.0705236542749788,105.25261645646016,105.72437901821264,34.47429424676869,-0.48658935654694346,-0.25340792480616003,-0.23318143174078343,,,,2.107824398425439,11.182524978680798,-97.89217560157456,,,11.262078586699372,26.73127317588983,,,,,,,,-0.0055793093396020454,
18,2023-08-17 00:00:00-04:00,2023-08-17,00:00:00,1692244800,104.10616958605786,104.28077955949672,102.83540152437234,102.864501953125,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,1.112097238191067,104.81841381949012,105.45200977391858,25.476109330057525,-0.6516210100591735,-0.33305054185676275,-0.31857046820241075,,,,0.5870608435054666,1.9794028202511758,-99.41293915649453,,,10.84106776757774,30.965629048899256,,,,,,,,-0.008415992570174446,
19,2023-08-18 00:00:00-04:00,2023-08-18,00:00:00,1692331200,102.26306603612785,103.38833195493704,102.19516256867716,103.05850982666016,15046803,0.0,0.0,0.0,9942063,98.382,151.32,149.705,26.25,1.31,145.1852,152.48,112.75,0.432,20633260032,26.841259,1.5350369,136626000,137.51645,1.1564430366329799,104.49843127533921,105.2240573979892,24.939952074824376,-0.7580170220723943,-0.4180438378998891,-0.3399731841725052,108.24307433974745,105.65680389404297,103.07053344833848,15.424603491008659,6.039829577646522,-84.57539650899135,-215.9191224270967,,9.107208644854309,33.73268263651904,0.0,107.79237132990242,104.99376694928979,102.19516256867716,107.85430099818419,105.69592887479999,103.53755675141579,0.0018860527183961473,
