,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,latest_split_ratio,market_cap,pe_ratio,price_to_book,shares_outstanding,split_frequency,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2023-07-25 00:00:00-04:00,2023-07-25,00:00:00,1690257600,34.38091931942002,34.4583992207974,34.2259632111103,34.2550163269043,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.2550163269043,34.2550163269043,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2023-07-26 00:00:00-04:00,2023-07-26,00:00:00,1690344000,34.21627777770958,34.56492622720854,34.16785099537144,34.458396911621094,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.291994615034625,34.274385906401136,,0.01622409222812138,0.0032448184456242758,0.012979273782497103,,,,,,,,,,,,,,,,,,0.005937249679751622,
2,2023-07-27 00:00:00-04:00,2023-07-27,00:00:00,1690430400,34.45840206765074,34.54556142223359,33.97416372737085,34.022586822509766,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.243011380030104,34.25040504126863,,-0.006015091536255568,0.0013928364492483071,-0.007407927985503875,,,,,,,,,,,,,,,,,,-0.012647427860010274,
3,2023-07-28 00:00:00-04:00,2023-07-28,00:00:00,1690516800,34.293753173961896,34.303436313535215,33.90636109102457,34.09037399291992,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.21525912782825,34.23516398904494,,-0.017962881842734646,-0.0024783072091482837,-0.015484574633586361,,,,,,,,,,,,,,,,,,0.001992416707283118,
4,2023-07-31 00:00:00-04:00,2023-07-31,00:00:00,1690776000,34.158168153526105,34.32280739268855,34.07100511677986,34.216278076171875,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.21544439116345,34.23336533067608,,-0.017075350434922143,-0.005397715854303056,-0.011677634580619087,,,,,,,,,,,,,,,,,,0.0036932444119885943,
5,2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,1690862400,34.148481319196065,34.24533119027235,34.03226516834934,34.216278076171875,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.21559597025589,34.23173797310425,,-0.016185400181683463,-0.0075552527197791375,-0.008630147461904325,,,,,,,,,,,,,,,,,,0.0,
6,2023-08-02 00:00:00-04:00,2023-08-02,00:00:00,1690948800,33.92573165893555,34.051634642262485,33.73203930851844,33.92573165893555,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.16289336819764,34.202594514611995,,-0.03848118867811223,-0.013740439911445756,-0.024740748766666477,,,,,,,,,,,,,,,,,,-0.008491467616364212,
7,2023-08-03 00:00:00-04:00,2023-08-03,00:00:00,1691035200,33.72236110549724,34.0225902365984,33.625514905501106,33.94511032104492,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.12329645053351,34.17807221046275,,-0.05396499079419215,-0.021785350087995037,-0.03217964070619711,,,,,,,,,,,,,,,,,,0.0005712083767033249,
8,2023-08-04 00:00:00-04:00,2023-08-04,00:00:00,1691121600,33.916046093819,34.245328238203435,33.78045998044502,33.809513092041016,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.0662449308076,34.14297134204163,,-0.07629806210716339,-0.03268789249182871,-0.043610169615334676,,,,,,,,,,,,,,,,,,-0.003994602690091775,
9,2023-08-07 00:00:00-04:00,2023-08-07,00:00:00,1691380800,34.02258375248741,34.34217910712192,34.01289691766651,34.28407287597656,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.10585001174741,34.15640958336877,,-0.05506936812552965,-0.037164187618568906,-0.017905180506960744,,,,,,,,,,,,,,,,,,0.014036279748946168,
10,2023-08-08 00:00:00-04:00,2023-08-08,00:00:00,1691467200,33.8385732194892,34.00321617303958,33.57708407757642,33.97416305541992,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.08190692877877,34.13905277118317,,-0.06253178025696116,-0.04223770614624736,-0.020294074110713795,,,,,,,,,,,,,,,,,,-0.009039469192524074,
11,2023-08-09 00:00:00-04:00,2023-08-09,00:00:00,1691553600,33.954790898282084,34.05163708042502,33.68361493828083,33.722354888916016,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,34.0165338306219,34.0993672585863,,-0.0877530477134485,-0.05134077445968759,-0.0364122732537609,,,,,,,,,,,,,,,,,,-0.007411754811829985,
12,2023-08-10 00:00:00-04:00,2023-08-10,00:00:00,1691640000,33.89668058930891,34.14848287670226,33.66424458256928,33.751407623291016,30751178,0.0,0.0,0.0,35604549,34.017,53.1,52.56,26.5,1.38,51.4548,53.27,40.66,0.172,1.231,46910926848,18.828957,1.5609843,883444992,1,49.6128,,33.968329065652654,34.06622824570103,,-0.10419566821823167,-0.061911753211396414,-0.04228391500683526,,,,,,,,,,,,,,,,,,0.0008615274488006364,
