,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,market_cap,pe_ratio,price_to_book,shares_outstanding,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2023-07-25 00:00:00-04:00,2023-07-25,00:00:00,1690257600,105.55154701794406,106.46339991857155,105.33813400708037,106.3760986328125,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.3760986328125,106.3760986328125,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2023-07-26 00:00:00-04:00,2023-07-26,00:00:00,1690344000,106.74471886339396,107.2297457535034,106.57981149697828,107.12303924560547,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.51190601695667,106.44723583403088,,0.05958500614872264,0.011917001229744529,0.047668004918978116,,,,,,,,,,,,,,,,,,0.007021695873348888,
2,2023-07-27 00:00:00-04:00,2023-07-27,00:00:00,1690430400,107.16184349053282,107.16184349053282,105.92987103127787,106.20149230957031,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.45546716106824,106.42383168884416,,0.032075668420276315,0.01594873466785089,0.016126933752425427,,,,,,,,,,,,,,,,,,-0.00860269595154306,
3,2023-07-28 00:00:00-04:00,2023-07-28,00:00:00,1690516800,107.04543494942507,107.06484016986946,106.45370154156451,106.86112976074219,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.52922399737258,106.46547912426301,,0.06277788518328009,0.02531456477093673,0.03746332041234336,,,,,,,,,,,,,,,,,,0.006211188155897718,
4,2023-07-31 00:00:00-04:00,2023-07-31,00:00:00,1690776000,106.99694056198119,107.27824966026985,106.70592145219675,107.11334228515625,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.63542732242416,106.5271803776814,,0.10623642863822624,0.04149893754439464,0.0647374910938316,,,,,,,,,,,,,,,,,,0.0023601895748130985,
5,2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,1690862400,106.93872691952345,107.79237898478588,106.76411694262185,107.43345642089844,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.78052352214675,106.6134923817973,,0.1646106438414705,0.06612127880380982,0.09848936503766069,,,,,,,,,,,,,,,,,,0.0029885551968864554,
6,2023-08-02 00:00:00-04:00,2023-08-02,00:00:00,1690948800,106.82230877578412,107.28793037530616,106.12386897557917,106.30817413330078,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.69464181508383,106.58441445336906,,0.11870341464714329,0.07663770597247652,0.042065708674666774,,,,,,,,,,,,,,,,,,-0.010474225861160757,
7,2023-08-03 00:00:00-04:00,2023-08-03,00:00:00,1691035200,105.9201638067015,106.17237243512132,105.47394000150996,105.63884735107422,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.50267918526389,106.49436044362669,,0.02798987735549474,0.06690814024908016,-0.03891826289358542,,,,,,,,,,,,,,,,,,-0.006296098937672356,
8,2023-08-04 00:00:00-04:00,2023-08-04,00:00:00,1691121600,106.0462866437772,106.12389272804116,104.83371933061612,104.99862670898438,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.2292150986676,106.35190961175599,,-0.09447268743979009,0.03463197471130611,-0.1291046621510962,,,,,,,,,,,,,,,,,,-0.006060465994693898,
9,2023-08-07 00:00:00-04:00,2023-08-07,00:00:00,1691380800,105.39634774384585,106.43430502260982,105.34784209306531,106.2887954711914,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.24004789367193,106.34589874122602,,-0.08642308409832822,0.010420962949379244,-0.09684404704770747,,,,,,,,,,,,,,,,,,0.012287482252342885,
10,2023-08-08 00:00:00-04:00,2023-08-08,00:00:00,1691467200,105.63885697866833,106.00747474674584,104.9210192614972,105.80376434326172,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.16072361177915,106.29426689380085,,-0.1178234781915819,-0.015227925278812986,-0.10259555291276891,,,,,,,,,,,,,,,,,,-0.004563332623909067,
11,2023-08-09 00:00:00-04:00,2023-08-09,00:00:00,1691553600,105.81347079206888,106.22089161381813,105.34784170941033,105.74556732177734,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,106.08524064996064,106.24200979170337,,-0.1457247062953968,-0.04132728148212975,-0.10439742481326705,,,,,,,,,,,,,,,,,,-0.0005500467950796395,
12,2023-08-10 00:00:00-04:00,2023-08-10,00:00:00,1691640000,105.89106504188219,106.65740094915715,105.22172562313162,105.45453643798828,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,,105.97056715687475,106.16701232944479,,-0.1891401013081122,-0.07088984544732624,-0.11825025586078597,,,,,,,,,,,,,,,,,,-0.0027521804569213826,
13,2023-08-11 00:00:00-04:00,2023-08-11,00:00:00,1691726400,105.2314322085886,105.90076425170794,105.17322395198323,105.629150390625,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,1.0677527592847227,105.90849138119296,106.11578738289053,45.10796025767355,-0.20707025102163357,-0.09812592656218772,-0.10894432445944585,,,,26.884844929285652,,-73.11515507071434,,,16.417813189479112,20.441212723584382,,,,,,,,0.0016558221062343836,
14,2023-08-14 00:00:00-04:00,2023-08-14,00:00:00,1691985600,105.55154437885325,105.72615434692845,105.25083008974921,105.66795349121094,14747021,0.0,0.0,0.0,10066768,98.382,153.8,152.04,26.25,1.31,145.5376,153.81,112.75,0.432,21003513856,27.322914,1.5625825,136626000,137.6088,1.021328355405298,105.86475721937803,106.0731365360639,45.38555002724384,-0.21566291014049455,-0.12163332327784909,-0.09402958686264545,,,,28.196354366717923,,-71.80364563328207,,,17.164083658022854,21.370366516527227,,,,,,,,0.0003673521981615302,
