,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,market_cap,pe_ratio,price_to_book,shares_outstanding,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2023-07-25 00:00:00-04:00,2023-07-25,00:00:00,1690257600,442.15137725366066,444.89824144117244,442.10265575154136,443.6319580078125,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,443.6319580078125,443.6319580078125,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2023-07-26 00:00:00-04:00,2023-07-26,00:00:00,1690344000,442.687120179267,445.1417743398263,441.6253837862583,443.7001647949219,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,443.6443592418324,443.6384538922991,,0.005440997262212477,0.0010881994524424953,0.004352797809769981,,,,,,,,,,,,,,,,,,0.00015374633382059244,
2,2023-07-27 00:00:00-04:00,2023-07-27,00:00:00,1690430400,447.1191203814564,447.5282442515531,439.8427915613847,440.7584228515625,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,443.11964353451054,443.3641652217527,,-0.2250269917861374,-0.04413483879527348,-0.18089215299086392,,,,,,,,,,,,,,,,,,-0.006630022201409513,
3,2023-07-28 00:00:00-04:00,2023-07-28,00:00:00,1690516800,444.06056379051773,445.9112972112307,440.758440863608,445.0736083984375,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,443.4749098734063,443.52696933381793,,-0.058797344232459636,-0.04706733988271072,-0.01173000434974892,,,,,,,,,,,,,,,,,,0.009790364342800784,
4,2023-07-31 00:00:00-04:00,2023-07-31,00:00:00,1690776000,445.55086790076825,446.2814228695057,444.2261127664183,445.9210205078125,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,443.91965726148015,443.75497420753175,,0.13970944071542135,-0.009711983763084304,0.14942142447850565,,,,,,,,,,,,,,,,,,0.001903981933290444,
5,2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,1690862400,444.440381714926,445.3949841813079,443.6806057849832,444.64495849609375,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,444.05153021322803,443.8397346159662,,0.19184844860615158,0.030600102710762873,0.1612483458953887,,,,,,,,,,,,,,,,,,-0.0028616323362948837,
6,2023-08-02 00:00:00-04:00,2023-08-02,00:00:00,1690948800,441.498790683437,441.76177981313134,437.69991017826186,438.4596862792969,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,443.0348313161496,443.32734906009296,,-0.2629002371339766,-0.02809996525818502,-0.23480027187579156,,,,,,,,,,,,,,,,,,-0.013910586634597433,
7,2023-08-03 00:00:00-04:00,2023-08-03,00:00:00,1691035200,436.4238476650977,439.1025494733954,435.7712054176592,437.2030944824219,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,441.9745155281991,442.7440867193624,,-0.7164297469416283,-0.1657659215948737,-0.5506638253467546,,,,,,,,,,,,,,,,,,-0.002865923222128419,
8,2023-08-04 00:00:00-04:00,2023-08-04,00:00:00,1691121600,439.03433834610644,441.15781109952064,434.69970007921177,435.2257080078125,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,440.7474596154015,442.0280506515957,,-1.2213349249998373,-0.3768797222758664,-0.8444552027239709,,,,,,,,,,,,,,,,,,-0.004522809878439449,
9,2023-08-07 00:00:00-04:00,2023-08-07,00:00:00,1691380800,437.0764200595727,439.180421944819,436.37508609782395,439.0245666503906,70082260,0.0,0.0,0.0,68844316,429.22,634.21,629.73,32.75,1.16,605.243,634.21,481.8,1.761,582066569216,27.41664,1.4775873,917782016,586.3679,,440.43420634903583,441.7420045562428,,-1.2999547035576597,-0.5614947185322251,-0.7384599850254346,,,,,,,,,,,,,,,,,,0.008728479436490355,
