datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,market_cap,pe_ratio,price_to_book,shares_outstanding,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-07-22 00:00:00-04:00,2024-07-22,00:00:00,1721620800,546.1970562271703,548.4391502335842,544.2414332553465,547.8267822265625,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,547.8267822265625,547.8267822265625,36.33877090444527,0.0,0.0,0.0,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,-0.0015685869926825857,0.15958435393497833
2024-07-23 00:00:00-04:00,2024-07-23,00:00:00,1721707200,547.7180681590119,549.8910159782978,546.4736192248041,546.9674682617188,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,547.6705433238636,547.7449428013393,36.33877090444527,-0.0685492621528283,-0.013709852430565661,-0.054839409722262644,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,-0.0015685869926825857,0.15958435393497833
2024-07-24 00:00:00-04:00,2024-07-24,00:00:00,1721793600,542.1079180206098,542.414101993874,533.6433387983191,534.57177734375,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,545.2889495092975,546.4903556149022,36.33877090444527,-1.1103048055902036,-0.23302884306249327,-0.8772759625277103,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,-0.0226625743526625,0.15958435393497833
2024-07-25 00:00:00-04:00,2024-07-25,00:00:00,1721880000,534.690395170986,540.725276974558,530.8384083708338,531.7865600585938,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,542.8339696091695,545.089994133349,36.33877090444527,-2.1360245754115113,-0.6136279895322969,-1.5223965858792143,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,-0.0052101839326345045,0.15958435393497833
2024-07-26 00:00:00-04:00,2024-07-26,00:00:00,1721966400,535.6089083835121,540.4584791109177,534.8285883698936,537.7423095703125,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,541.9082132384682,544.390214651155,36.33877090444527,-2.4402064901439644,-0.9789436896546304,-1.461262800489334,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,0.011199511155495445,0.15958435393497833
2024-07-29 00:00:00-04:00,2024-07-29,00:00:00,1722225600,539.3029198591126,540.320217524103,536.0434679983305,538.0584106445312,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,541.2082491304797,543.7871856981433,36.33877090444527,-2.625500993029277,-1.3082551503295599,-1.3172458426997173,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,0.0005878300230297562,0.15958435393497833
2024-07-30 00:00:00-04:00,2024-07-30,00:00:00,1722312000,539.5399397118119,540.6066704721179,531.8951665456115,535.3323364257812,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,540.139901365989,542.9819619579183,36.33877090444527,-2.958219119656974,-1.6382479441950428,-1.319971175461931,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,-0.00506650238119033,0.15958435393497833
2024-07-31 00:00:00-04:00,2024-07-31,00:00:00,1722398400,542.2264921510769,546.6909069240734,540.8437509599753,544.0339965820312,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,540.8479186779966,543.0821557316434,36.33877090444527,-2.491034287659886,-1.8088052128880117,-0.6822290747718744,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,0.01625468809589914,0.15958435393497833
2024-08-01 00:00:00-04:00,2024-08-01,00:00:00,1722484800,545.7722853894631,548.043978708858,532.7939193368863,536.3298950195312,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,540.026459831003,542.4390832828708,36.33877090444527,-2.71119063466881,-1.9892822972441713,-0.7219083374246389,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,-0.014161066423977298,0.15958435393497833
2024-08-02 00:00:00-04:00,2024-08-02,00:00:00,1722571200,529.1592759231037,530.3840119652383,522.0972101428371,526.3443603515625,59566003,0.0,0.0,0.0,69241619,429.22,629.62,626.19,32.75,1.16,602.5696,631.54,481.8,1.761,577156415488,27.18536,1.4651227,917782016,585.74,10.98179388777331,537.5388053801955,540.9062525275081,36.33877090444527,-3.6493479098594435,-2.321295419767226,-1.3280524900922175,555.6918814992259,533.0734985351562,510.4551155710865,43.8561687821468,48.1058690678342,-56.14383121785319,100.2439239311474,36.85172391524935,10.047480345413131,36.83665266628384,-23826401.2,549.8910159782978,526.9418627257176,503.9927094731372,552.4200214771128,533.2972120774864,514.17440267786,-0.018618269763994943,0.15958435393497833
