strategy_name,best_score,optimization_method,execution_time,n_combinations_tested,symbol,best_params
dual_momentum,-inf,grid_search,0.008790254592895508,50,AAPL,None
dual_momentum,-inf,grid_search,0.007932901382446289,50,MSFT,None
dual_momentum,-inf,grid_search,0.008312702178955078,50,SPY,None
dual_momentum,-inf,grid_search,0.0072765350341796875,50,TLT,None
dual_momentum,-inf,grid_search,0.0071179866790771484,50,GLD,None
dual_momentum,-inf,grid_search,0.007020473480224609,50,QQQ,None
dual_momentum,-inf,grid_search,0.007038116455078125,50,DBMF,None
dual_momentum,-inf,grid_search,0.007291316986083984,50,SHY,None
volatility_breakout,-inf,grid_search,0.005528926849365234,50,AAPL,None
volatility_breakout,-inf,grid_search,0.005619049072265625,50,MSFT,None
volatility_breakout,-inf,grid_search,0.005440473556518555,50,SPY,None
volatility_breakout,-inf,grid_search,0.0055999755859375,50,TLT,None
volatility_breakout,-inf,grid_search,0.005496978759765625,50,GLD,None
volatility_breakout,-inf,grid_search,0.005465507507324219,50,QQQ,None
volatility_breakout,-inf,grid_search,0.005479335784912109,50,DBMF,None
volatility_breakout,-inf,grid_search,0.00557398796081543,50,SHY,None
swing_ema,-inf,grid_search,0.006116151809692383,50,AAPL,None
swing_ema,-inf,grid_search,0.0060672760009765625,50,MSFT,None
swing_ema,-inf,grid_search,0.00609278678894043,50,SPY,None
swing_ema,-inf,grid_search,0.00605463981628418,50,TLT,None
swing_ema,-inf,grid_search,0.006150245666503906,50,GLD,None
swing_ema,-inf,grid_search,0.030277490615844727,50,QQQ,None
swing_ema,-inf,grid_search,0.006180286407470703,50,DBMF,None
swing_ema,-inf,grid_search,0.006178140640258789,50,SHY,None
swing_rsi,-inf,grid_search,0.007248878479003906,50,AAPL,None
swing_rsi,-inf,grid_search,0.006986379623413086,50,MSFT,None
swing_rsi,-inf,grid_search,0.007030963897705078,50,SPY,None
swing_rsi,-inf,grid_search,0.007043361663818359,50,TLT,None
swing_rsi,-inf,grid_search,0.0069310665130615234,50,GLD,None
swing_rsi,-inf,grid_search,0.006997346878051758,50,QQQ,None
swing_rsi,-inf,grid_search,0.007022857666015625,50,DBMF,None
swing_rsi,-inf,grid_search,0.007014751434326172,50,SHY,None
swing_donchian,-inf,grid_search,0.0057299137115478516,50,AAPL,None
swing_donchian,-inf,grid_search,0.005735874176025391,50,MSFT,None
swing_donchian,-inf,grid_search,0.005666971206665039,50,SPY,None
swing_donchian,-inf,grid_search,0.005658864974975586,50,TLT,None
swing_donchian,-inf,grid_search,0.005732297897338867,50,GLD,None
swing_donchian,-inf,grid_search,0.0057871341705322266,50,QQQ,None
swing_donchian,-inf,grid_search,0.005780935287475586,50,DBMF,None
swing_donchian,-inf,grid_search,0.005738973617553711,50,SHY,None
stochastic,-inf,grid_search,0.0002868175506591797,24,AAPL,None
stochastic,-inf,grid_search,0.000270843505859375,24,MSFT,None
stochastic,-inf,grid_search,0.0003154277801513672,24,SPY,None
stochastic,-inf,grid_search,0.0002651214599609375,24,TLT,None
stochastic,-inf,grid_search,0.0002684593200683594,24,GLD,None
stochastic,-inf,grid_search,0.0002663135528564453,24,QQQ,None
stochastic,-inf,grid_search,0.00026416778564453125,24,DBMF,None
stochastic,-inf,grid_search,0.00026106834411621094,24,SHY,None
williams_r,-inf,grid_search,0.00029015541076660156,27,AAPL,None
williams_r,-inf,grid_search,0.0002834796905517578,27,MSFT,None
williams_r,-inf,grid_search,0.0003018379211425781,27,SPY,None
williams_r,-inf,grid_search,0.000286102294921875,27,TLT,None
williams_r,-inf,grid_search,0.0002846717834472656,27,GLD,None
williams_r,-inf,grid_search,0.0002803802490234375,27,QQQ,None
williams_r,-inf,grid_search,0.0002830028533935547,27,DBMF,None
williams_r,-inf,grid_search,0.00028443336486816406,27,SHY,None
cci,-inf,grid_search,0.00013327598571777344,12,AAPL,None
cci,-inf,grid_search,0.0001316070556640625,12,MSFT,None
cci,-inf,grid_search,0.00013184547424316406,12,SPY,None
cci,-inf,grid_search,0.00013065338134765625,12,TLT,None
cci,-inf,grid_search,0.00012922286987304688,12,GLD,None
cci,-inf,grid_search,0.0001308917999267578,12,QQQ,None
cci,-inf,grid_search,0.00013136863708496094,12,DBMF,None
cci,-inf,grid_search,0.00013303756713867188,12,SHY,None
whipsaw_prevention,-inf,grid_search,0.013405084609985352,50,AAPL,None
whipsaw_prevention,-inf,grid_search,0.012107610702514648,50,MSFT,None
whipsaw_prevention,-inf,grid_search,0.011183977127075195,50,SPY,None
whipsaw_prevention,-inf,grid_search,0.010779619216918945,50,TLT,None
whipsaw_prevention,-inf,grid_search,0.011144638061523438,50,GLD,None
whipsaw_prevention,-inf,grid_search,0.010808467864990234,50,QQQ,None
whipsaw_prevention,-inf,grid_search,0.010800838470458984,50,DBMF,None
whipsaw_prevention,-inf,grid_search,0.010825872421264648,50,SHY,None
donchian_rsi_whipsaw,-inf,grid_search,0.002079486846923828,50,AAPL,None
donchian_rsi_whipsaw,-inf,grid_search,0.0020656585693359375,50,MSFT,None
donchian_rsi_whipsaw,-inf,grid_search,0.0019996166229248047,50,SPY,None
donchian_rsi_whipsaw,-inf,grid_search,0.0020194053649902344,50,TLT,None
donchian_rsi_whipsaw,-inf,grid_search,0.0020475387573242188,50,GLD,None
donchian_rsi_whipsaw,-inf,grid_search,0.0020461082458496094,50,QQQ,None
donchian_rsi_whipsaw,-inf,grid_search,0.002042531967163086,50,DBMF,None
donchian_rsi_whipsaw,-inf,grid_search,0.002017974853515625,50,SHY,None
volatility_filtered_breakout,-inf,grid_search,0.008257150650024414,50,AAPL,None
volatility_filtered_breakout,-inf,grid_search,0.00828409194946289,50,MSFT,None
volatility_filtered_breakout,-inf,grid_search,0.00814056396484375,50,SPY,None
volatility_filtered_breakout,-inf,grid_search,0.008236408233642578,50,TLT,None
volatility_filtered_breakout,-inf,grid_search,0.008327960968017578,50,GLD,None
volatility_filtered_breakout,-inf,grid_search,0.00831460952758789,50,QQQ,None
volatility_filtered_breakout,-inf,grid_search,0.008328437805175781,50,DBMF,None
volatility_filtered_breakout,-inf,grid_search,0.008277177810668945,50,SHY,None
multi_timeframe_whipsaw,-inf,grid_search,0.012928962707519531,50,AAPL,None
multi_timeframe_whipsaw,-inf,grid_search,0.011586427688598633,50,MSFT,None
multi_timeframe_whipsaw,-inf,grid_search,0.010666370391845703,50,SPY,None
multi_timeframe_whipsaw,-inf,grid_search,0.010547161102294922,50,TLT,None
multi_timeframe_whipsaw,-inf,grid_search,0.010679244995117188,50,GLD,None
multi_timeframe_whipsaw,-inf,grid_search,0.010228395462036133,50,QQQ,None
multi_timeframe_whipsaw,-inf,grid_search,0.010246515274047852,50,DBMF,None
multi_timeframe_whipsaw,-inf,grid_search,0.010091781616210938,50,SHY,None
adaptive_whipsaw,-inf,grid_search,0.008295536041259766,50,AAPL,None
adaptive_whipsaw,-inf,grid_search,0.008293628692626953,50,MSFT,None
adaptive_whipsaw,-inf,grid_search,0.008235931396484375,50,SPY,None
adaptive_whipsaw,-inf,grid_search,0.008433818817138672,50,TLT,None
adaptive_whipsaw,-inf,grid_search,0.02515435218811035,50,GLD,None
adaptive_whipsaw,-inf,grid_search,0.008781671524047852,50,QQQ,None
adaptive_whipsaw,-inf,grid_search,0.008583307266235352,50,DBMF,None
adaptive_whipsaw,-inf,grid_search,0.008592605590820312,50,SHY,None
cci_bollinger,-inf,grid_search,0.0013785362243652344,50,AAPL,None
cci_bollinger,-inf,grid_search,0.0012743473052978516,50,MSFT,None
cci_bollinger,-inf,grid_search,0.0012645721435546875,50,SPY,None
cci_bollinger,-inf,grid_search,0.0012738704681396484,50,TLT,None
cci_bollinger,-inf,grid_search,0.0012595653533935547,50,GLD,None
cci_bollinger,-inf,grid_search,0.0012879371643066406,50,QQQ,None
cci_bollinger,-inf,grid_search,0.0012617111206054688,50,DBMF,None
cci_bollinger,-inf,grid_search,0.001252889633178711,50,SHY,None
stoch_donchian,-inf,grid_search,0.0034961700439453125,50,AAPL,None
stoch_donchian,-inf,grid_search,0.0033845901489257812,50,MSFT,None
stoch_donchian,-inf,grid_search,0.0033416748046875,50,SPY,None
stoch_donchian,-inf,grid_search,0.003421306610107422,50,TLT,None
stoch_donchian,-inf,grid_search,0.003414154052734375,50,GLD,None
stoch_donchian,-inf,grid_search,0.003220081329345703,50,QQQ,None
stoch_donchian,-inf,grid_search,0.003217935562133789,50,DBMF,None
stoch_donchian,-inf,grid_search,0.0031576156616210938,50,SHY,None
vwap_macd_scalping,-inf,grid_search,0.0014069080352783203,50,AAPL,None
vwap_macd_scalping,-inf,grid_search,0.0014433860778808594,50,MSFT,None
vwap_macd_scalping,-inf,grid_search,0.0013740062713623047,50,SPY,None
vwap_macd_scalping,-inf,grid_search,0.0013642311096191406,50,TLT,None
vwap_macd_scalping,-inf,grid_search,0.001394033432006836,50,GLD,None
