datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,day_high,day_low,dividend_frequency,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,latest_split_ratio,split_frequency,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-06-04 00:00:00-04:00,2024-06-04,00:00:00,1717473600,302.656617910122,312.1641615003613,301.3691207333121,306.02386474609375,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,306.02386474609375,306.02386474609375,28.732128061278303,0.0,0.0,0.0,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,0.04336568675650376,1.4036942363499905
2024-06-05 00:00:00-04:00,2024-06-05,00:00:00,1717560000,309.58920055008883,320.087112742473,303.0527623756875,319.2947998046875,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,308.43676202947444,307.2877633231027,28.732128061278303,1.0586500901442264,0.21173001802884528,0.8469200721153811,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,0.04336568675650376,1.4036942363499905
2024-06-06 00:00:00-04:00,2024-06-06,00:00:00,1717646400,313.9467785180895,315.1154059604758,303.84500888640923,304.2411804199219,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,307.67392900955576,306.9976125704188,28.732128061278303,0.6751538840350122,0.3044147912300787,0.3707390928049335,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,-0.04714645961654851,1.4036942363499905
2024-06-07 00:00:00-04:00,2024-06-07,00:00:00,1717732800,307.41032153379103,310.3616300179879,269.57826971469234,287.00872802734375,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,303.91661974006263,305.09390928060213,28.732128061278303,-1.0076687347923325,0.04199808602559646,-1.049666820817929,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,-0.056640762334649875,1.4036942363499905
2024-06-10 00:00:00-04:00,2024-06-10,00:00:00,1717992000,284.2357909729431,290.57414403004844,282.25505375361945,283.24542236328125,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,300.15822021701143,303.0131010027621,28.732128061278303,-2.6148428197840303,-0.48937009513632895,-2.125472724647701,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,-0.013112164532167014,1.4036942363499905
2024-06-11 00:00:00-04:00,2024-06-11,00:00:00,1718078400,262.0514628342109,262.0514628342109,245.78960176376248,256.1092529296875,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,292.1493170738616,298.54606785294544,28.732128061278303,-6.008934689397165,-1.5932830139884961,-4.415651675408669,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,-0.09580444127633525,1.4036942363499905
2024-06-12 00:00:00-04:00,2024-06-12,00:00:00,1718164800,273.53980706829964,278.09547824384276,257.69391018321113,261.0611572265625,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,286.49692437435266,294.9760763647185,28.732128061278303,-8.204621883338802,-2.9155507878585576,-5.289071095480245,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,0.019335124522949165,1.4036942363499905
2024-06-13 00:00:00-04:00,2024-06-13,00:00:00,1718251200,260.2688102228967,260.6649817721518,245.61136960983276,253.53431701660156,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,280.50372303657974,291.02924214108833,28.732128061278303,-10.431821361058212,-4.418804902498489,-6.013016458559723,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,-0.028831712422958233,1.4036942363499905
2024-06-14 00:00:00-04:00,2024-06-14,00:00:00,1718337600,259.08036439008356,259.08036439008356,236.2820809190561,241.8479461669922,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,273.475399969382,286.3453091911744,28.732128061278303,-12.990143169370583,-6.133072555872909,-6.857070613497674,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,-0.0460938423923265,1.4036942363499905
2024-06-17 00:00:00-04:00,2024-06-17,00:00:00,1718596800,259.67457045650434,266.21097680857,250.56317035416913,263.4379577636719,6130967,0.0,0.0,0.0,3598462,121.03,112.9101,3.25,65.2493,251.0,5.68,0.029,0.05,1,95.7336,22.52524636016098,271.6504104774347,284.1636566742694,28.732128061278303,-13.124210405556937,-7.5313001258097145,-5.5929102797472225,313.1808754257044,259.9132499694824,206.64562451326043,7.939514378878709,17.94964921882371,-92.06048562112129,-66.15285231524787,41.74229575366471,14.571963261326342,45.581312559392515,-12261934.0,320.087112742473,267.69660354224555,215.30609434201816,299.992585726017,259.85845006253174,219.72431439904648,0.08927101486225619,1.4036942363499905
