datetime,date,time,timestamp,open,high,low,close,volume,Dividends,Stock Splits,average_volume,beta,book_value,calculated_asset_turnover,calculated_cashflow_to_debt,calculated_debt_to_assets,calculated_ebitda_margin,calculated_fcf_yield,calculated_net_margin,calculated_operating_margin,calculated_receivables_turnover,calculated_roa,calculated_roe,cash_per_share,current_ratio,day_high,day_low,debt_to_equity,earnings_forward,earnings_growth,earnings_quarterly_growth,earnings_ttm,ebitda,ebitda_margin,enterprise_value,eps_forward,eps_ttm,ev_to_ebitda,ev_to_revenue,fifty_day_average,fifty_two_week_high,fifty_two_week_low,float_shares,forward_pe,free_cashflow,gross_margin,gross_profits,held_percent_insiders,held_percent_institutions,market_cap,net_income,net_income_margin,net_income_ttm,operating_cashflow,operating_margin,payout_ratio,pe_ratio,price_to_book,price_to_sales,profit_margin,quarterly_accounts_payable,quarterly_accounts_receivable,quarterly_capital_expenditure,quarterly_change_in_receivables,quarterly_debt,quarterly_ebit,quarterly_ebitda,quarterly_eps,quarterly_financing_cashflow,quarterly_free_cashflow,quarterly_gross_profit,quarterly_investing_cashflow,quarterly_long_term_debt,quarterly_net_income,quarterly_operating_cashflow,quarterly_operating_expense,quarterly_operating_income,quarterly_research_development,quarterly_revenue,quarterly_selling_general_admin,quarterly_total_assets,quarterly_total_equity,quarterly_total_liabilities,quick_ratio,return_on_assets,return_on_equity,revenue_growth,revenue_per_share,shares_outstanding,shares_percent_shares_out,shares_short,shares_short_prior_month,short_percent_of_float,short_ratio,total_cash,total_debt,total_revenue,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
2024-01-02 00:00:00-05:00,2024-01-02,00:00:00,1704171600,16.950000762939453,16.950000762939453,16.5,16.579999923706055,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.579999923706055,16.579999923706055,62.56156594062234,0.0,0.0,0.0,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,-0.029553665462782264,0.8022685510371343
2024-01-03 00:00:00-05:00,2024-01-03,00:00:00,1704258000,16.1200008392334,16.3799991607666,16.010000228881836,16.09000015258789,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.490909056230024,16.533333278837656,62.56156594062234,-0.039088300829938305,-0.007817660165987662,-0.03127064066395065,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,-0.029553665462782264,0.8022685510371343
2024-01-04 00:00:00-05:00,2024-01-04,00:00:00,1704344400,16.049999237060547,16.579999923706055,15.949999809265137,16.25,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.447107409642744,16.506349157043594,62.56156594062234,-0.05650406663442098,-0.017554941459674327,-0.03894912517474665,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,0.00994405505871776,0.8022685510371343
2024-01-05 00:00:00-05:00,2024-01-05,00:00:00,1704430800,15.699999809265137,16.128000259399414,15.663999557495117,15.979999542236328,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.36217870647794,16.456220622300044,62.56156594062234,-0.0910434744608537,-0.032252648059910204,-0.0587908264009435,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,-0.01661541278545675,0.8022685510371343
2024-01-08 00:00:00-05:00,2024-01-08,00:00:00,1704690000,16.219999313354492,16.889999389648438,16.139999389648438,16.670000076293945,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.418146228262668,16.476580570299465,62.56156594062234,-0.06202395395035154,-0.03820690923799847,-0.023817044712353068,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,0.04317900837443056,0.8022685510371343
2024-01-09 00:00:00-05:00,2024-01-09,00:00:00,1704776400,16.510000228881836,16.6299991607666,16.280000686645508,16.389999389648438,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.4130286212419,16.468334743570797,62.56156594062234,-0.06091727380757206,-0.04274898215191319,-0.01816829165565887,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,-0.016796681785484213,0.8022685510371343
2024-01-10 00:00:00-05:00,2024-01-10,00:00:00,1704862800,16.5,17.030000686645508,16.399999618530273,16.790000915527344,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.481569038384706,16.498969617090466,62.56156594062234,-0.027447049137759194,-0.03968859554908239,0.012241546411323197,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,0.02440521908326243,0.8022685510371343
2024-01-11 00:00:00-05:00,2024-01-11,00:00:00,1704949200,16.809999465942383,16.93000030517578,16.170000076293945,16.68000030517578,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.517647450528536,16.516210635003354,62.56156594062234,-0.009686129220646933,-0.0336881022833953,0.024001973062748365,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,-0.006551554756011657,0.8022685510371343
2024-01-12 00:00:00-05:00,2024-01-12,00:00:00,1705035600,16.68000030517578,17.059999465942383,16.6200008392334,16.760000228881836,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.561711592047317,16.53942869156321,62.56156594062234,0.010721264961279786,-0.02480622883446028,0.035527493795740064,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,0.004796158407816664,0.8022685510371343
2024-01-16 00:00:00-05:00,2024-01-16,00:00:00,1705381200,16.59000015258789,16.739999771118164,16.290000915527344,16.530000686645508,49323377,0.0,0.0,86590642,2.593,2.299,0.4519097021803269,4.71743201033541,0.03857443220850594,0.11934711728151423,0.0032440525296147838,0.16129431894600152,0.10832393709036481,4.983074456393205,0.0900018054264989,248234453.24053937,2.301,6.494,151.7899,145.062,4.432,0.47,1.0,1.028,0.23,435340992,0.13976,353119830016,0.47,0.23,811.134,113.36,134.2554,155.68,21.23,2178482332,317.17023,931205248,0.8001,2492320000,0.03638,0.55841,351791775744,570691008,570691008,570691008,1334548992,0.19917999,0.0,648.13043,64.84124,112.93389,0.18320999,103000.0,575048000.0,-12634000.0,-211157000.0,239219000.0,310403000.0,341990000.0,0.21,463364000.0,1141231000.0,2299517000.0,-340655000.0,,462190000.0,1153865000.0,1989114000.0,310403000.0,507878000.0,2865507000.0,1481236000.0,6340884000.0,5094407000.0,1246477000.0,6.363,0.043920003,0.12357,0.393,1.364,2262909952,0.0218,51517225,44644575,0.0239,0.56,5430688768,244596000,3115023872,91.4006,0.6597143581935337,16.55594597288335,16.538530786332952,62.56156594062234,0.008240242618171578,-0.01819693454393391,0.026437177162105488,17.409770604083345,16.630500030517577,15.851229456951808,72.07744713606648,58.178210406668946,-27.922552863933507,50.08344427354481,31.730310674946566,37.483753928510986,17.063674687642266,4932337.7,18.350000381469727,17.006999969482422,15.663999557495117,17.965216620763144,16.653116687138876,15.341016753514609,-0.01372312285771804,0.8022685510371343
