,datetime,date,time,timestamp,open,high,low,close,volume,Capital Gains,Dividends,Stock Splits,average_volume,book_value,day_high,day_low,dividend_frequency,dividend_yield,fifty_day_average,fifty_two_week_high,fifty_two_week_low,latest_dividend_amount,latest_split_ratio,market_cap,pe_ratio,price_to_book,shares_outstanding,split_frequency,two_hundred_day_average,atr,ema_short,ema_long,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,obv,donchian_upper,donchian_middle,donchian_lower,keltner_upper,keltner_middle,keltner_lower,returns,volatility
0,2023-07-25 00:00:00-04:00,2023-07-25,00:00:00,1690257600,372.2654485413735,375.7416927291985,372.24567780377157,374.07269287109375,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,374.07269287109375,374.07269287109375,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
1,2023-07-26 00:00:00-04:00,2023-07-26,00:00:00,1690344000,373.0258040999009,374.52690312091,370.5173620612796,372.8282775878906,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,373.846435546875,373.9541771298363,,-0.09926959524131007,-0.019853919048262017,-0.07941567619304805,,,,,,,,,,,,,,,,,,-0.003326667000608796,
2,2023-07-27 00:00:00-04:00,2023-07-27,00:00:00,1690430400,378.30936822449985,379.9289712959523,370.64579672132845,371.93951416015625,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,373.49972256747157,373.76230446605723,,-0.2468121487653434,-0.0652455649916783,-0.1815665837736651,,,,,,,,,,,,,,,,,,-0.002383841251217489,
3,2023-07-28 00:00:00-04:00,2023-07-28,00:00:00,1690516800,376.00832542326555,379.7413480832453,375.49479859843973,378.71429443359375,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,374.4478265431301,374.2339225582035,,0.18084281998739016,-0.01602788799586461,0.19687070798325476,,,,,,,,,,,,,,,,,,0.01821473657816397,
4,2023-07-31 00:00:00-04:00,2023-07-31,00:00:00,1690776000,379.0203917919492,380.0968420117071,377.5883998625716,378.9117431640625,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,375.25944774693596,374.67942928257105,,0.5295901407285442,0.09309571774901715,0.436494422979527,,,,,,,,,,,,,,,,,,0.0005213659303884288,
5,2023-08-01 00:00:00-04:00,2023-08-01,00:00:00,1690862400,377.5587913254608,378.7932567911056,375.95892890411585,378.0328369140625,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,375.76370032277714,374.99880143795116,,0.7266778263152105,0.21981213946225583,0.5068656868529546,,,,,,,,,,,,,,,,,,-0.0023195540013112304,
6,2023-08-02 00:00:00-04:00,2023-08-02,00:00:00,1690948800,374.54671639674933,374.54671639674933,368.4928927896353,369.73724365234375,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,374.6679809281529,374.49770069646473,,0.21105329897324054,0.21806037136445278,-0.007007072391212232,,,,,,,,,,,,,,,,,,-0.0219441076321224,
7,2023-08-03 00:00:00-04:00,2023-08-03,00:00:00,1691035200,367.3176992961401,371.27787446309185,367.14979871885635,369.14471435546875,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,373.6637506422103,373.9878924735127,,-0.24259849170329062,0.12592859875090412,-0.36852709045419474,,,,,,,,,,,,,,,,,,-0.0016025685998571904,
8,2023-08-04 00:00:00-04:00,2023-08-04,00:00:00,1691121600,371.08032802376374,373.40112918344556,366.9127713045643,367.41644287109375,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,372.52787650200725,373.3620401304252,,-0.7331268393720052,-0.045882488873677726,-0.6872443504983274,,,,,,,,,,,,,,,,,,-0.0046818264414068,
9,2023-08-07 00:00:00-04:00,2023-08-07,00:00:00,1691380800,369.2335957224449,370.6260765059669,366.89305381719356,370.5273132324219,39744168,0.0,0.0,0.0,44784162,357.774,563.85,559.585,21.25,0.51,536.3412,566.06,402.39,0.591,2.0,221633708032,33.89922,1.5758832,393100000,1,508.17004,,372.16413772571894,373.0920661401392,,-0.8609286004382284,-0.20889171118658786,-0.6520368892516405,,,,,,,,,,,,,,,,,,0.008466878447297876,
